ทวีปแอฟริกา	Afriko
พระเจ้าเจมส์ที่ 5 แห่งสกอตแลนด์	Jakobo la 5-a (Skotlando)
131 วาลา	131 Valo
ซูว์เฌแห่งแซ็ง-เดอนี	Suger de Sankta Denizo
132 อีทรา	132 Etro
พัก กึน-ฮเย	Park Geun-hye
กงซีแยร์เฌอรี	Conciergerie
133 Cyrene	133 Cireno
พรรคแรงงานสังคมนิยมสเปน	Hispana Laborista Socialista Partio
134 โซโฟรซีนี	134 Sofrozino
ชู่จู๋	Ĉina piedpilkado
135 Hertha	135 Herto
แพเทอร์สัน (รัฐนิวเจอร์ซีย์)	Paterson (Nov-Ĵerzejo)
137 เมลีเบีย	137 Melibeo
โอรีโอ	Oreo
นุ่น	Kapok-arbo
ไวมานู	Waimanu
เพอรอกซิโซม	Peroksisomo
139 จูเอวา	139 Ĵuevao
ไอคอน (คอมพิวเตอร์)	Ikono (komputiko)
ลูกบาศก์โซมา	Kubo de Soma
141 ลูว์แมน	141 Lumeno
โรงละครบอลชอย	Bolŝoj-Teatro
142 Polana	142 Polano
144 Vibilia	144 Vibilio
145 Adeona	145 Adeono
อาณาจักรอักซุม	Aksuma Reĝlando
146 Lucina	146 Lucino
นักบุญเศคาริยาห์	Zeĥarja (patro de Johano la Baptisto)
สมเด็จพระสันตะปาปาซาคารี	Zakario
สหราชอาณาจักรในโอลิมปิกฤดูร้อน 2012	Britio en la Somera Olimpiko 2012
สหรัฐอเมริกาในโอลิมปิกฤดูร้อน 2012	Usono en la Somera Olimpiko 2012
เดวิด คอปเปอร์ฟิลด์ (นักมายากล)	David Copperfield
แซกคารี ควินโต	Zachary Quinto
ประเทศจีนในโอลิมปิกฤดูร้อน 2012	Ĉinio en la Somera Olimpiko 2012
ประเทศรัสเซียในโอลิมปิกฤดูร้อน 2012	Rusio en la Somera Olimpiko 2012
ประเทศโปแลนด์ในโอลิมปิกฤดูหนาว 2010	Pollando en la Vintra Olimpiko 2010
สหพันธรัฐรัสเซียในโอลิมปิกฤดูหนาว 2010	Rusio en la Vintra Olimpiko 2010
สหพันธ์สาธารณรัฐเยอรมนีในโอลิมปิกฤดูหนาว 2010	Germanio en la Vintra Olimpiko 2010
สาธารณรัฐประชาชนจีนในโอลิมปิกฤดูหนาว 2010	Ĉinio en la Vintra Olimpiko 2010
ประเทศเกาหลีใต้ในโอลิมปิกฤดูหนาว 2010	Sud-Koreio en la Vintra Olimpiko 2010
148 Gallia	148 Galio
สหรัฐอเมริกาในโอลิมปิกฤดูหนาว 2010	Usono en la Vintra Olimpiko 2010
ประเทศสวีเดนในโอลิมปิกฤดูหนาว 2010	Svedio en la Vintra Olimpiko 2010
ประเทศนอร์เวย์ในโอลิมปิกฤดูหนาว 2010	Norvegio en la Vintra Olimpiko 2010
ประเทศเนเธอร์แลนด์ในโอลิมปิกฤดูหนาว 2010	Nederlando en la Vintra Olimpiko 2010
ประเทศออสเตรเลียในโอลิมปิกฤดูหนาว 2010	Aŭstralio en la Vintra Olimpiko 2010
ประเทศแคนาดาในโอลิมปิกฤดูหนาว 2010	Kanado en la Vintra Olimpiko 2010
พีระมิดห้าเหลี่ยมไจโรอีลองเกต	Turnoplilongigita kvinlatera piramido
สาธารณรัฐเช็กในโอลิมปิกฤดูหนาว 2010	Ĉeĥio en la Vintra Olimpiko 2010
สาธารณรัฐลิทัวเนียในโอลิมปิกฤดูร้อน 2008	Litovio en la Somera Olimpiko 2008
ประเทศออสเตรียในโอลิมปิกฤดูหนาว 2010	Aŭstrio en la Vintra Olimpiko 2010
ประเทศสวิตเซอร์แลนด์ในโอลิมปิกฤดูหนาว 2010	Svislando en la Vintra Olimpiko 2010
กีนัว	Kvinoo
ซาดีก	Zadigo
สาธารณรัฐแอลเบเนียในโอลิมปิกฤดูหนาว 2006	Albanio en la Vintra Olimpiko 2006
ประเทศบอตสวานาในโอลิมปิกฤดูร้อน 2012	Bocvano en la Somera Olimpiko 2012
เบรสต์ (เบลารุส)	Bresto (Belorusio)
พีระมิดสี่เหลี่ยมจัตุรัสไจโรอีลองเกต	Turnoplilongigita kvadrata piramido
ประเทศอัฟกานิสถานในโอลิมปิกฤดูร้อน 2012	Afganio en la Somera Olimpiko 2012
ระบบสภาเดี่ยว	Unuĉambrismo
กลุ่มเกาะอะเล็กซานเดอร์	Aleksandera Arkipelago
อ่างล้างจาน	Lavujo
พายุไต้ฝุ่น	Tajfuno
ไถหนัน	Tajnan
รัฐกะฉิ่น	Kaĉino
ประเทศเนเธอร์แลนด์ในโอลิมปิกฤดูหนาว 2006	Nederlando en la Vintra Olimpiko 2006
ประเทศออสเตรเลียในโอลิมปิกฤดูหนาว 2006	Aŭstralio en la Vintra Olimpiko 2006
สาธารณรัฐเบลารุสในโอลิมปิกฤดูหนาว 2006	Belorusio en la Vintra Olimpiko 2006
ประเทศออสเตรเลียในโอลิมปิกฤดูหนาว 2002	Aŭstralio en la Vintra Olimpiko 2002
สาธารณรัฐประชาชนจีนในโอลิมปิกฤดูหนาว 2006	Ĉinio en la Vintra Olimpiko 2006
ประเทศเนเธอร์แลนด์ในโอลิมปิกฤดูหนาว 2002	Nederlando en la Vintra Olimpiko 2002
ประเทศเบอร์มิวดาในโอลิมปิกฤดูหนาว 2006	Bermudo en la Vintra Olimpiko 2006
อ่าวโตเกียว	Golfo de Tokio
ประเทศโปแลนด์ในโอลิมปิกฤดูหนาว 2006	Pollando en la Vintra Olimpiko 2006
อุปราคา	Eklipso
นักกีฬาโอลิมปิกเฉพาะบุคคลในโอลิมปิกฤดูร้อน 2000	Individuaj olimpikaj atletoj en la Somera Olimpiko 2000
สาธารณรัฐประชาธิปไตยประชาชนแอลจีเรียในโอลิมปิกฤดูหนาว 2006	Alĝerio en la Vintra Olimpiko 2006
ราชรัฐอันดอร์ราในโอลิมปิกฤดูหนาว 2006	Andoro en la Vintra Olimpiko 2006
ประเทศออสเตรียในโอลิมปิกฤดูหนาว 2006	Aŭstrio en la Vintra Olimpiko 2006
ประเทศฝรั่งเศสในโอลิมปิกฤดูหนาว 2006	Francio en la Vintra Olimpiko 2006
ประเทศแองโกลาในโอลิมปิกฤดูร้อน 2012	Angolo en la Somera Olimpiko 2012
ประเทศสวิตเซอร์แลนด์ในโอลิมปิกฤดูหนาว 2006	Svislando en la Vintra Olimpiko 2006
ประเทศเบนินในโอลิมปิกฤดูร้อน 2012	Benino en la Somera Olimpiko 2012
ประเทศเกาหลีใต้ในโอลิมปิกฤดูหนาว 2006	Sud-Koreio en la Vintra Olimpiko 2006
ประเทศสวีเดนในโอลิมปิกฤดูหนาว 2006	Svedio en la Vintra Olimpiko 2006
ประเทศบอสเนียและเฮอร์เซโกวีนาในโอลิมปิกฤดูหนาว 2006	Bosnio kaj Hercegovino en la Vintra Olimpiko 2006
การเข้ารหัส	Ĉifrado
ประเทศอาร์มีเนียในโอลิมปิกฤดูหนาว 2006	Armenio en la Vintra Olimpiko 2006
ประเทศอาร์เจนตินาในโอลิมปิกฤดูหนาว 2006	Argentino en la Vintra Olimpiko 2006
159 Aemilia	159 Emilio
วิตามินอี	Vitamino E
160 Una	160 Uno
เซบัสเทียน เคห์ล	Sebastian Kehl
กราฟ (คณิตศาสตร์)	Grafeo
ประเทศแอลจีเรียในโอลิมปิกฤดูร้อน 2012	Alĝerio en la Somera Olimpiko 2012
สกุลเทียนดอก	Impatiento
กิมจิ	Kimĉio
Ch (ทวิอักษร)	Ch
อินโดเนเซียรายา	Indonesia Raya
อิลยูชิน อิล-76	Il-76
คอสเพลย์	Rolkostumado
ดิกซีชิกส์	Dixie Chicks
เพิร์ลแจม	Pearl Jam
เกมไพ่	Kartludo
เนย์มาร์	Neymar
พีระมิดห้าเหลี่ยมอีลองเกต	Plilongigita kvinlatera piramido
พีระมิดสี่เหลี่ยมจัตุรัสอีลองเกต	Plilongigita kvadrata piramido
กลุ่มภาษามาลาโย-โพลีเนเซีย	Malajopolinezia lingvaro
นกหัวขวานดำ	Nigra pego
สกุลศิลปะบาร์บิซง	Skolo de Barbizon
พระราชวังพระสันตะปาปาแห่งอาวีญง	Papa Palaco de Avinjono
โลกอาหรับ	Araba mondo
สเตอรอล	Sterolo
ช่องแคบเดรก	Drake-pasejo
ขี้ผึ้ง	Abelvakso
อันดับปลาหัวตะกั่ว	Dentokarpedoj
เฟือง	Dentrado
การ์ลา บรูนี	Carla Bruni
ไหมขัดฟัน	Dentfadeno
คราบหินปูน	Tartro
วาฬมีฟัน	Dentocetacoj
202 ไครซีอิส	202 Krizeiso
ฟิล คอลลินส์	Phil Collins
วงศ์ฝิ่น	Papavacoj
คลองคีล	Kiela Kanalo
เกาะซาคินทอส	Zakinto
หมีหมา	Malaja urso
บันสกาบิสตรีตซา	Banská Bystrica
เตรนชีน	Trenčín
พระราชวังพระสันตะปาปา	Vatikana Palaco
ทะเลทรายเกรตวิกตอเรีย	Granda Viktoria-Dezerto
ยางไม้	Rezino
ปลาอะราไพม่า	Pirarukuo
อักษรกลาโกลิติก	Glagolico
ชาวแมนจู	Manĉuroj
คาบสมุทรอิตาลี	Itala duoninsulo
โยเซฟ (บุตรยาโคบ)	Jozef (filo de Jakob)
วงศ์ผักบุ้ง	Konvolvulacoj
ม้วนหนังสือเดดซี	Manuskriptoj de la Morta Maro
วงศ์ผักชี	Apiacoj
พอลิเอทิลีนเทเรฟทาเลต	Polietilena tereftalato
วงศ์พวงแก้วกุดั่น	Ranunkolacoj
ถั่ว	Guŝo
ซามอชช์	Zamość
วงศ์ก่อ	Fagacoj
ติอามัต	Thiamat
วงศ์ส้ม	Rutacoj
ซานามิเวียร์	Zanamiviro
บัทเทอร์คัพ	Ranunkolo
สภาผู้แทนรัฐเยอรมนี	Federacia Konsilio (Germanio)
คณะมนตรีนอร์ดิก	Nordlanda Konsilistaro
โจวันนี บอสโก	Don Bosco
แก่นตะวัน	Terpiro
ราชอาณาจักรแฟรงก์	Franka imperio
โพลียูรีเทน	Poliuretano
พอลิไวนิลคลอไรด์	Polivinil-klorido
ซิลิโคน	Silikono
ลิงซ์แคนาดา	Kanada linko
