Aprika	Afriko
Villafalletto	Villafalletto
Spoleto	Spoleto
Todi	Todi
Villanova Mondovì	Villanova Mondovì
Torgiano	Torgiano
Villanova Solaro	Villanova Solaro
Villar San Costanzo	Villar San Costanzo
Vinadio	Vinadio
Trevi, Province of Perugia	Trevi
Viola, Piedmont	Viola (Italio)
Vottignasco	Vottignasco
Tuoro sul Trasimeno	Tuoro sul Trasimeno
Umbertide	Umbertide
Valfabbrica	Valfabbrica
Pendulo	Pendolo
Vallo di Nera	Vallo di Nera
Valtopina	Valtopina
Suwon	Suvon
Daejeon	Deĝon
Daegu	Teguo
Incheon	Inĉono
Eskandinabya	Skandinavio
Pasko ng Pagkabuhay	Pasko
Kisinau	Kiŝinevo
Likas na bilang	Natura nombro
Sosyolohiya	Sociologio
Şalom	Şalom
Aruba	Arubo
Hebei	Hebejo
Galliformes	Kokoformaj birdoj
Monotreme	Monotremoj
Tachyglossidae	Ekidno
Fabales	Fabaloj
Rosales	Rozaloj
Brassicales	Brasikaloj
Agrate Conturbia	Agrate Conturbia
Ameno	Ameno
Armeno	Armeno
Arona (NO)	Arona
Barengo	Barengo
Bellinzago Novarese	Bellinzago Novarese
Biandrate	Biandrate
Boca, Novara	Boca
Bogogno	Bogogno
Bolzano Novarese	Bolzano Novarese
Borgo Ticino	Borgo Ticino
Borgolavezzaro	Borgolavezzaro
Borgomanero	Borgomanero
Briga Novarese	Briga Novarese
Briona	Briona
Caltignaga	Caltignaga
Cameri	Cameri
Carpignano Sesia	Carpignano Sesia
Casalbeltrame	Casalbeltrame
Casaleggio Novara	Casaleggio Novara
Casalino	Casalino
Casalvolone	Casalvolone
Castellazzo Novarese	Castellazzo Novarese
Castelletto sopra Ticino	Castelletto sopra Ticino
Cavaglietto	Cavaglietto
GNU Free Documentation License	Permesilo de GNU por Liberaj Dokumentoj
Cavaglio d'Agogna	Cavaglio d'Agogna
Cavallirio	Cavallirio
Cerano	Cerano
Colazza	Colazza
Comignago	Comignago
Cressa	Cressa
Cureggio	Cureggio
Divignano	Divignano
Dormelletto	Dormelletto
Fara Novarese	Fara Novarese
Fontaneto d'Agogna	Fontaneto d'Agogna
Kultong Kargo	Kargokulto
Galliate	Galliate
Garbagna Novarese	Garbagna Novarese
Gargallo	Gargallo
Gattico	Gattico
Ghemme	Ghemme
Gozzano	Gozzano
Granozzo con Monticello	Granozzo con Monticello
Grignasco	Grignasco
Invorio	Invorio
Landiona	Landiona
Lesa	Lesa
Maggiora	Maggiora
Mandello Vitta	Mandello Vitta
Marano Ticino	Marano Ticino
Massino Visconti	Massino Visconti
Meina	Meina
Mezzomerico	Mezzomerico
Taiwan	Tajvano
Miasino	Miasino
Momo (NO)	Momo
Nebbiuno	Nebbiuno
Nibbiola	Nibbiola
Oleggio	Oleggio
Oleggio Castello	Oleggio Castello
Orta San Giulio	Orta San Giulio
Paruzzaro	Paruzzaro
Pella (NO)	Pella
Pettenasco	Pettenasco
Pisano (NO)	Pisano
Pogno	Pogno
Pombia	Pombia
Prato Sesia	Prato Sesia
Recetto	Recetto
Romagnano Sesia	Romagnano Sesia
Aurora, Ilinoy	Aurora (Ilinojo)
Romentino	Romentino
San Maurizio d'Opaglio	San Maurizio d'Opaglio
San Nazzaro Sesia	San Nazzaro Sesia
San Pietro Mosezzo	San Pietro Mosezzo
Sillavengo	Sillavengo
Sizzano	Sizzano
Soriso	Soriso
Sozzago	Sozzago
Suno	Suno (Italio)
Terdobbiate	Terdobbiate
Tornaco, Italy	Tornaco
Trecate	Trecate
Vaprio d'Agogna	Vaprio d'Agogna
Varallo Pombia	Varallo Pombia
Troya	Trojo
Veruno	Veruno
Antisemitismo	Kontraŭjudismo
Vespolate	Vespolate
Hymenoptera	Himenopteroj
Vicolungo	Vicolungo
Vinzaglio	Vinzaglio
Kongkreto	Betono
Sistemang heograpikal ng mga koordinato	Geografia koordinata sistemo
Uwang	Koleopteroj
Sapatos	Ŝuo
Pananampalatayang Bahá'í	Bahaa Kredo
Bangko	Banko
Liwasan	Parko
Ubasan	Vitejo
Ovis	Ovio
Garahe	Garaĝo
Palatinadong Elektoral	Elekto-Palatinato
Bath, Somerset	Bath
Irlanda (pulo)	Irlando (insulo)
Litson	Suĉporkido
Red Deer, Alberta	Red Deer
Swansea	Swansea
Buntalang Halley	Haleja kometo
Cumbria	Kumbrio
1 AD	1
Lu Xun	Lu Xun
Ladushkin	Laduŝkin
Cornualles	Kornvalo
Bristol	Bristolo
10	10
Mytishchi	Mitiŝĉi
Nashville, Tennessee	Naŝvilo (Tenesio)
Antrona Schieranco	Antrona Schieranco
Anzola d'Ossola	Anzola d'Ossola
Arizzano	Arizzano
Adele	Adele (kantistino)
Arola	Arola
Aurano	Aurano
Baceno	Baceno
Bannio Anzino	Bannio Anzino
20	20
Baveno	Baveno
Bee (VB)	Bee
Belgirate	Belgirate
Beura-Cardezza	Beura-Cardezza
Bognanco	Bognanco
Brovello-Carpugnino	Brovello-Carpugnino
Calasca-Castiglione	Calasca-Castiglione
Cambiasca	Cambiasca
Cannero Riviera	Cannero Riviera
Cannobio	Cannobio
Caprezzo	Caprezzo
30	30
Casale Corte Cerro	Casale Corte Cerro
Cavaglio-Spoccia	Cavaglio-Spoccia
Roberto Benigni	Roberto Benigni
Ceppo Morelli	Ceppo Morelli
Cesara	Cesara
Cossogno	Cossogno
Lungsod ng Londres	City (Londono)
Craveggia	Craveggia
Crevoladossola	Crevoladossola
Crodo	Crodo
Cursolo-Orasso	Cursolo-Orasso
Domodossola	Domodossola
Druogno	Druogno
Falmenta	Falmenta
Abkasya	Abĥazio
40	40
Formazza	Formazza
Lungsod ng Salt Lake, Utah	Sallaga Urbo
9	9
8	8
7 (bilang)	7 (nombro)
8 (bilang)	8 (nombro)
Taylor Lautner	Taylor Lautner
Jeremy Renner	Jeremy Renner
12	12
Jean Auguste Dominique Ingres	Jean Auguste Dominique Ingres
Linggo (panahon)	Semajno
Usa (hayop)	Cervedoj
Yelo	Glacio
Ama Namin	Patro nia
Lawa	Lago
Bawang	Ajlo
Museo ng Orsay	Musée d'Orsay
Agham-tao	Antropologio
Dagat Pula	Ruĝa Maro
Pilosopiya ng isipan	Filozofio de menso
930	930
13	13
985	985
1122	1122
981	981
939	939
Pipino	Kukumo
Timog Osetya	Sud-Osetio
Ulan Bator	Ulaanbaataro
Ernest Hemingway	Ernest Hemingway
Edinburgh	Edinburgo
Ashabat	Aŝgabato
51	51
Octave Mirbeau	Octave Mirbeau
Pulo	Insulo
Provo, Utah	Provo (urbo)
Puti	Blanko
Itim	Nigro
814	814
678	678
950	950
679	679
996	996
680	680
37	37
980	980
900	900
1129	1129
Chris Pine	Chris Pine
843	843
Lordi	Lordi
690	690
691	691
988	988
692	692
476	476
693	693
Marsella	Marsejlo
694	694
695	695
Sibuyas	Cepo
696	696
6 (bilang)	6 (nombro)
697	697
698	698
Opisyal na wika	Oficiala lingvo
699	699
700	700
Moshchena	Moŝĉena
701	701
702	702
Arkeolohiya	Arkeologio
703	703
Kamatis	Tomato
704	704
705	705
George H. W. Bush	George H. W. Bush
706	706
68	68
89	89
707	707
708	708
Pambansang Liwasang Phong Nha-Ke Bang	Nacia Parko Phong Nha-Ke Bang
709	709
11	11
710	710
711	711
712	712
Balkan	Balkana duoninsulo
713	713
714	714
Mga wikang Eslabo	Slava lingvaro
715	715
Dmitry Medvedev	Dmitrij Medvedev
716	716
717	717
Quang Binh	Provinco Quang Binh
718	718
719	719
Ekwador	Ekvatoro
720	720
Protestantismo	Protestantismo
721	721
722	722
Selena	Selena
723	723
Bryan Cranston	Bryan Cranston
NASA	NASA
724	724
725	725
726	726
Atlanta, Georgia	Atlanta (Georgio)
727	727
Benito Mussolini	Benito Mussolini
728	728
729	729
963	963
730	730
Podgorica	Podgorico
731	731
962	962
732	732
733	733
997	997
734	734
Germagno	Germagno
972	972
735	735
Ghiffa	Ghiffa
955	955
901	901
736	736
Gignese	Gignese
737	737
936	936
738	738
953	953
902	902
739	739
Gravellona Toce	Gravellona Toce
15	15
Gurro	Gurro
740	740
741	741
Intragna (Italy)	Intragna (Verbano)
742	742
17	17
Loreglia	Loreglia
743	743
958	958
Macugnaga	Macugnaga
744	744
500	500
Madonna del Sasso, Italy	Madonna del Sasso
745	745
150	150
746	746
Malesco	Malesco
880	880
747	747
748	748
Talahuluganan	Vortaro
749	749
Masera	Masera
870	870
903	903
750	750
Massiola	Massiola
751	751
Bermuda	Bermudo
Mergozzo	Mergozzo
752	752
Ulo	Kapo
753	753
Miazzina	Miazzina
987	987
754	754
965	965
Montecrestese	Montecrestese
755	755
924	924
951	951
Montescheno	Montescheno
932	932
Nonio	Nonio (Italio)
Oggebbio	Oggebbio
Wellington	Velingtono
Omegna	Omegna
Ornavasso	Ornavasso
Gran Britanya	Britio (insulo)
Pallanzeno	Pallanzeno
Piedimulera	Piedimulera
23	23
Pieve Vergonte	Pieve Vergonte
Premeno	Premeno
800	800
Tuytoy	Platbotelo
Republikang Turko ng Hilagang Tsipre	Turka Respubliko Norda Kipro
Premia	Premia
Premosello-Chiovenda	Premosello-Chiovenda
Jimmy Carter	Jimmy Carter
Quarna Sopra	Quarna Sopra
120	120
Quarna Sotto	Quarna Sotto
Re (VB)	Re (Italio)
Tala ng mga pambansang awit	Nacia himno
San Bernardino Verbano	San Bernardino Verbano
42	42
Santa Maria Maggiore (VB)	Santa Maria Maggiore
Seppiana	Seppiana
967	967
Stresa	Stresa
989	989
Toceno	Toceno
Trarego Viggiona	Trarego Viggiona
960	960
Trasquera	Trasquera
Trontano	Trontano
969	969
Valstrona	Valstrona
Vanzone con San Carlo	Vanzone con San Carlo
957	957
Varzo	Varzo
1124	1124
971	971
937	937
Viganella	Viganella
Vignone	Vignone
992	992
Byzantium	Bizanco
Villadossola	Villadossola
990	990
Villette (VB)	Villette
899	899
Vogogna	Vogogna
975	975
942	942
966	966
1128	1128
959	959
973	973
18	18
Rowan Atkinson	Rowan Atkinson
19	19
16	16
Las Vegas, Nebada	Lasvegaso
21	21
26	26
41	41
32	32
33	33
982	982
974	974
976	976
979	979
986	986
919	919
998	998
995	995
977	977
1125	1125
La Valeta	La-Valeto
934	934
10 (bilang)	10 (nombro)
Bilang na atomiko	Atomnumero
Alfred Nobel	Alfred Nobel
200	200
876	876
875	875
810	810
929	929
882	882
1127	1127
940	940
889	889
844	844
912	912
838	838
984	984
874	874
George Clooney	George Clooney
38	38
43	43
127	127
954	954
Katawan ng tao	Homa korpo
39	39
24	24
79	79
61	61
104	104
29	29
102	102
866	866
Papa Juan XXIII	Johano la 23-a
839	839
622	622
918	918
100	100
Lila Downs	Lila Downs
961	961
Dagat Patay	Morta Maro
570	570
632	632
Andrew Garfield	Andrew Garfield
946	946
835	835
884	884
859	859
832	832
849	849
877	877
Acinonyx jubatus	Gepardo
878	878
861	861
869	869
968	968
983	983
964	964
1121	1121
1123	1123
933	933
915	915
970	970
911	911
993	993
991	991
994	994
898	898
944	944
907	907
943	943
945	945
922	922
905	905
941	941
Canillo	Canillo
Encamp	Encamp
Ordino	Ordino (paroko)
925	925
La Massana	La Massana
Sant Julià de Lòria	Sant Julià de Lòria
Escaldes-Engordany	Escaldes-Engordany
928	928
948	948
947	947
949	949
926	926
Pana-panahon	Sezono
126	126
101	101
105	105
108	108
117	117
115	115
Karbon (bato)	Terkarbo
22	22
46	46
25	25
153	153
156	156
Independence, Missouri	Independence (Misurio)
31	31
825	825
Vancouver	Vankuvero
301	301
116	116
886	886
330	330
860	860
842	842
165	165
Mga lalawigan ng Pilipinas	Provincoj de la Filipinoj
871	871
893	893
203	203
909	909
222	222
931	931
938	938
917	917
160	160
28	28
Liverpool	Liverpool
85	85
88	88
76	76
54	54
Alagna Valsesia	Alagna Valsesia
Albano Vercellese	Albano Vercellese
477	477
Alice Castello	Alice Castello
Arborio (VC)	Arborio
914	914
920	920
Asigliano Vercellese	Asigliano Vercellese
Balmuccia	Balmuccia
913	913
Albany, New York	Albany (Nov-Jorkio)
Balocco	Balocco
935	935
841	841
820	820
Bianzè	Bianzè
906	906
Boccioleto	Boccioleto
Borgo Vercelli	Borgo Vercelli
916	916
885	885
Borgo d'Ale	Borgo d'Ale
Borgosesia	Borgosesia
Pandiwa	Verbo
Breia	Breia
Buronzo	Buronzo
168	168
Campertogno	Campertogno
Carcoforo	Carcoforo
Kathang-isip na salaysaying pang-agham	Sciencfikcio
60	60
Caresana	Caresana
47	47
836	836
Caresanablot	Caresanablot
Carisio	Carisio
112	112
Casanova Elvo	Casanova Elvo
Cellio	Cellio
854	854
Cervatto	Cervatto
Cigliano	Cigliano
862	862
Civiasco	Civiasco
879	879
Collobiano	Collobiano
887	887
John Cleese	John Cleese
770	770
Costanzana	Costanzana
817	817
Cravagliana	Cravagliana
Crescentino	Crescentino
864	864
Crova	Crova
Desana	Desana
863	863
Fobello	Fobello
868	868
Fontanetto Po	Fontanetto Po
Formigliana	Formigliana
855	855
Gattinara	Gattinara
818	818
Ghislarengo	Ghislarengo
Woody Allen	Woody Allen
837	837
845	845
Kapangyarihan	Potenco (filozofio)
Greggio	Greggio
Guardabosone	Guardabosone
Lamporo	Lamporo
Lenta (VC)	Lenta
Lignana	Lignana
Livorno Ferraris	Livorno Ferraris
Lozzolo	Lozzolo
Mollia	Mollia
Moncrivello	Moncrivello
Motta de' Conti	Motta de' Conti
Olcenengo	Olcenengo
Oldenico	Oldenico
Palazzolo Vercellese	Palazzolo Vercellese
Pertengo	Pertengo
Pezzana	Pezzana
Pila (VC)	Pila (Italio)
RMS Titanic	RMS Titanic
Piode	Piode
Postua	Postua
Prarolo	Prarolo
Quarona	Quarona
Quinto Vercellese	Quinto Vercellese
Rassa (VC)	Rassa
Rima San Giuseppe	Rima San Giuseppe
Rimasco	Rimasco
Rimella	Rimella
Riva Valdobbia	Riva Valdobbia
Rive (VC)	Rive
Roasio	Roasio
Ronsecco	Ronsecco
Rossa (VC)	Rossa (Piemonto)
Rovasenda	Rovasenda
Sabbia	Sabbia
Olgiate Olona	Olgiate Olona
Salasco	Salasco
Sali Vercellese	Sali Vercellese
Saluggia	Saluggia
San Germano Vercellese	San Germano Vercellese
San Giacomo Vercellese	San Giacomo Vercellese
Santhià	Santhià
Scopa (VC)	Scopa
Scopello (VC)	Scopello
Serravalle Sesia	Serravalle Sesia
Stroppiana	Stroppiana
Tricerro	Tricerro
Trino	Trino
Tronzano Vercellese	Tronzano Vercellese
Valduggia	Valduggia
Varallo Sesia	Varallo Sesia
Villarboit	Villarboit
Villata	Villata
Vocca	Vocca
166	166
Kuwago	Strigoformaj birdoj
Libra esterlina	Brita pundo
Paliparang Pandaigdig ng Cam Ranh	Flughaveno Cam Ranh
Netherlands Antilles	Nederlandaj Antiloj
Anggilya	Angvilo
Gernesey	Guernsey
Svalbard	Svalbardo
Watt	Vato (mezurunuo)
Tsitsaro	Ĝardena pizo
Ikalabing-tatlong Dalai Lama ng Tibet	Thubten Gyatso
Bertebrado	Vertebruloj
Betula	Betulo
Ikasampung Dalai Lama ng Tibet	Tsultrim Gyatso
2016	2016
Ikasiyam na Dalai Lama ng Tibet	Lungtok Gyatso
Ikawalong Dalai Lama ng Tibet	Jamphel Gyatso
Bolt	Volto
Ikaapat na Dalai Lama ng Tibet	Yonten Gyatso
Unang Dalai Lama ng Tibet	Gendun Drup
Meteorolohiya	Meteologio
Azores	Acoroj
Felidae	Felisedoj
552	552
International Space Station	Internacia Kosmostacio
2019	2019
Isotopo	Izotopo
Curaçao	Curaçao
Harrisburg, Pennsylvania	Harrisburg (Pensilvanio)
Da Lat	Da Lat
Da Nang	Da Nang
Timbang	Pezo
2017	2017
2018	2018
Datilero	Daktilopalmo
Mga wikang Keltiko	Kelta lingvaro
Martilyo	Martelo
Mag-anak ng mga wika	Lingva familio
Ika-6 na daantaon BC	6-a jarcento a.K.
Ika-1 daantaon BC	1-a jarcento a.K.
2 BC	-2
1 BC	-1
Ika-2 daantaon BC	2-a jarcento a.K.
Pitsilemu	Piĉilemo
Kapuluan ng Birheng Britaniko	Britaj Virgulininsuloj
Carnivora	Karnomanĝuloj
Orkidya	Orkidacoj
Ipis	Blato
Robert F. Kennedy	Robert F. Kennedy
Mustela nivalis	Vizelo
Halamang namumulaklak	Angiospermoj
Phan Thiet	Phan Thiết
Ika-3 daantaon BC	3-a jarcento a.K.
Artiko	Arkto
Canidae	Kanisedoj
Mollusca	Moluskoj
Artiodactyla	Parhufuloj
Trenton, New Jersey	Trenton
Osprey	Fiŝaglo
Ika-4 na daantaon BC	4-a jarcento a.K.
Marsupialia	Marsupiulo
2020	2020
Ang Munting Prinsipe	La Eta Princo
Ika-5 daantaon BC	5-a jarcento a.K.
Ika-7 daantaon BC	7-a jarcento a.K.
Lakas	Povumo
Mustela erminea	Ermeno
Ika-8 daantaon BC	8-a jarcento a.K.
Lumot	Muskoj
Papaw	Platbeka anaso
Asteroidea	Marstelo
Resistensiya	Elektra rezistanco
123 BC	-123
234 BC	-234
Crocodilia	Krokodilulo
Crustacea	Krustacoj
Bivalvia	Duvalvulo
Chondrichthyes	Kartilagaj fiŝoj
Drama	Dramo (verko)
Amber	Sukceno
Burol ng buhangin	Duno
Ruwisenyor	Najtingalo (birdo)
Newark, New Jersey	Newark (Nov-Ĵerzejo)
Bonaire	Bonaire
Butonsilyo	Asteracoj
Haya	Fago
Humuhugong na bubuyog	Burdo
Escherichia coli	Escherichia coli
Ika-9 na daantaon BC	9-a jarcento a.K.
Ika-10 daantaon BC	10-a jarcento a.K.
345 BC	-345
Boltahe	Elektra tensio
Sirenia	Sireno (besto)
Cnidaria	Knidulo
456 BC	-456
Bovidae	Bovedoj
Duhandas na nagsasaboy ng liwanag	Lum-eliganta diodo
Annelida	Anelidoj
Pleistoseno	Plejstoceno
600	600
Pulo ng San Martin	Sankta Marteno (insulo)
400	400
300	300
Artemisia absinthium	Absinto
Unang milenyo BC	1-a jarmilo a.K.
Daigdig na Persia	Granda Irano
Spermatophyta	Semplantoj
Myriapoda	Miriapodo
Eutheria	Placentuloj
Insectivora	Insektomanĝuloj
Maysky, Kabardino-Balkar Republic	Majskij
Mayang simbahan	Kampopasero
Laurus nobilis	Nobla laŭro
Pipit-tulog	Turdedoj
Tarangkahan ni Ishtar	Iŝtar-pordo
Pugong labuyo	Griza perdriko
Kwaternaryo	Kvaternaro
Gnathostomata	Makzelulo
Madeira	Madejro
Sint Maarten	Sint-Maarten
Mga misteryong Eleusino	Eleŭzisaj Misteroj
Pamantasang Niccolò Cusano	Università degli Studi Niccolò Cusano
Takeshi Kitano	Kitano Takeshi
Phasianidae	Fazanedoj
Kakok	Kukoledoj
Mga Pariseo	Fariseoj
Senturyon	Centestro
Hakodate, Hokkaido	Hakodate
Montpelier, Vermont	Montpelier (Vermonto)
Awiting Gregoriano	Gregoria ĉanto
Nabubuong sanggol	Feto
Buntabay	Artefarita satelito
Lungsod Juárez	Ciudad Juárez
Lungsod ng Fukuoka	Fukuoka
Palestinian Liberation Organization	Organizaĵo por Liberigo de Palestino
Lionel Richie	Lionel Richie
Otariidae	Otariedoj
Kardinal Richelieu	Armand Jean du Plessis de Richelieu
Józef Gosławski	Józef Gosławski
1242 Zambesia	1242 Zambezio
2165 Young	2165 Young
2866 Hardy	2866 Hardy
Danny DeVito	Danny DeVito
Herodotus	Herodoto
Isdang pilak (kulisap)	Lepismo
Orka	Granda orcino
Kapuluan ng San Andrés, Providencia at Santa Catalina	Sankta Andreo kaj Providenco
Taylor Swift	Taylor Swift
Tubo (ekonomika)	Profito
Santiago ang Makatarungan	Jakobo la Justulo
Mirasol (Helianthus)	Helianto
Kapuluang Cook	Kukinsuloj
Bagheria	Bagheria
Dagat Hapon	Japana Maro
Landessternwarte Heidelberg-Königstuhl	Nacia Observatorio de Hajdelbergo - Königstuhl
Hofuf	Hofufo
1897 Hind	1897 Hind
Osteichthyes	Ostaj fiŝoj
Silangang Asya	Orienta Azio
Gitnang Asya	Centra Azio
Timog-Kanlurang Asya	Okcidenta Azio
Hilagang Asya	Norda Azio
Hilagang Aprika	Nord-Afriko
FSLN	Sandinisto
Katimugang Aprika	Suda Afriko
Silangang Aprika	Orientafriko
Modern Talking	Modern Talking
Gitnang Aprika	Centra Afriko
Silangang Europa	Orienta Eŭropo
Kanlurang Europa	Okcidenta Eŭropo
Gitnang Europa	Mezeŭropo
Bako	Mevo
Gitnang Amerika	Centra Ameriko
Jizan	Ĝajzano
Shaka	Ŝaka
Solea solea	Soleo
Kristadelpiyano	Kristadelfianoj
Antropolohiya ng relihiyon	Antropologio de religio
Edukasyong pangmusika	Muzikpedagogio
Pag-awit	Kantado
Araling Ingles	Anglistiko
Ekonomika ng paggawa	Laborekonomiko
Kanela	Cinamo
Lungsod ng Jefferson, Misuri	Jeffersonurbo (Misurio)
Jackson, Misisipi	Jackson (Misisipio)
Augusta, Maine	Augusta (Majno)
Baton Rouge, Luwisiyana	Baton Rouge (Luiziano)
Girls und Panzer	Knabinoj kaj Tankoj
Magreb	Magrebo
Lansing, Misigan	Lansing (Miĉigano)
Concord, Bagong Hampshire	Concord (Nov-Hampŝiro)
Lincoln, Nebraska	Lincoln (Nebrasko)
Annapolis, Maryland	Annapolis (Marilando)
Apyo	Vera celerio
Mga lungsod sa Israel	Listo de urboj de Israelo
Bahura	Sablobenko
Karaniwang pugo	Ordinara koturno
Esparago	Asparago
Goguryeo	Kogurjo
Paniki	Kiropteroj
Baekje	Baekje
Silla	Silla
36	36
Buhok	Haro
Perimetro	Perimetro
Springfield, Ilinoy	Springfield (Ilinojo)
Mustela	Musteloj
MPLA	MPLA
Tambo	Phragmites australis
Kabihasnang Maya	Majaoj
Kondado	County
Ecbatana	Hamadan (urbo)
Antropolohiyang pangkultura	Kultura antropologio
Wikang Arameo	Aramea lingvo
Frankfort, Kentucky	Frankfort (Kentukio)
Garry Kasparov	Garri Kasparov
Propesyon	Profesio
Paradigmo	Scienca paradigmo
Sangki	Anizo
UNITA	Nacia Kuniĝo por la Tuta Sendependeco de Angolo
Nilapat na agham	Aplikataj sciencoj
Pinalamanang tinapay	Sandviĉo
Tela	Tekstila
San Pablo, Minesota	Saint Paul (Minesoto)
Estilistika (panitikan)	Stilistiko
Python (wikang pamprograma)	Python (programlingvo)
Pagbabayad-sala	Pentofero en kristanismo
Pipit	Paseredoj
Han Fei	Han Fei
Auditorium ng Tenerife	Aŭskultantejo de Tenerife
Christopher Marlowe	Christopher Marlowe
Jiamusi	Gjamusi
Howl's Moving Castle (film)	La moviĝanta kastelo de Haŭl
Miloš Zeman	Miloš Zeman
Antropolohiyang panlipunan	Socia antropologio
Sacha Baron Cohen	Sacha Baron Cohen
Dachshund	Melhundo
Jeju-do	Ĵeĵudo
Hukbong lakad	Infanterio
Deribatibo	Derivaĵo (matematiko)
Obispo (pari)	Episkopo
Tarja Halonen	Tarja Halonen
Ohaldre	Foliigita pasto
Bill Murray	Bill Murray
Pagsasatadhana	Fatalismo
Arsobispo ng Canterbury	Ĉefepiskopo de Canterbury
Toreng Willis	Willis-Turo
Septuagint	Septuaginto
Castelfranco Veneto	Castelfranco Veneto
Chiarano	Chiarano
Breda di Piave	Breda di Piave
Altivole	Altivole
Caerano di San Marco	Caerano di San Marco
Cappella Maggiore	Cappella Maggiore
Montgomery, Alabama	Montgomery (Alabamo)
Casale sul Sile	Casale sul Sile
Possagno	Possagno
Asolo	Asolo
Castello di Godego	Castello di Godego
Casier	Casier
Borso del Grappa	Borso del Grappa
Castelcucco	Castelcucco
Cavaso del Tomba	Cavaso del Tomba
Arcade, Italy	Arcade
Cessalto	Cessalto
Cimadolmo	Cimadolmo
Wikang Asames	Asama lingvo
Cison di Valmarino	Cison di Valmarino
Juneau, Alaska	Juneau
Kapuluang Senkaku	Senkaku-insuloj
Narsiso	Narciso (floro)
Alamang	Krilo
Paganismo	Paganismo
Membrano ng selula	Ĉelmembrano
Santuwaryo	Sanktejo
Carbonera (comune)	Carbonera
Wi-Fi	Wi-Fi
Alondras	Alaŭdedoj
815	815
816	816
822	822
840	840
823	823
811	811
771	771
888	888
768	768
851	851
205	205
159	159
107	107
162	162
103	103
802	802
804	804
Kaharian ng Netherlands	Reĝlando de Nederlando
119	119
Chengdu	Ĉengduo
118	118
801	801
807	807
806	806
152	152
Dandelyon	Taraksako
240	240
218	218
655	655
496	496
238	238
197	197
451	451
775	775
489	489
784	784
661	661
625	625
653	653
904	904
921	921
923	923
1126	1126
668	668
636	636
408	408
464	464
410	410
956	956
952	952
658	658
Dikya	Meduzo
650	650
518	518
70	70
Alkalde	Urbestro
81	81
Gitnang Oras ng Greenwich	GMT
69	69
87	87
65	65
66	66
67	67
55	55
34	34
44	44
35	35
64	64
504	504
Karnerong-dagat	Fokuloj
453	453
161	161
169	169
481	481
151	151
155	155
128	128
129	129
463	463
193	193
674	674
687	687
251	251
337	337
786	786
660	660
50	50
260	260
501	501
45	45
491	491
49	49
Ecser	Ecser
978	978
221	221
543	543
536	536
230	230
762	762
610	610
787	787
480	480
209	209
202	202
192	192
Zhengzhou	Ĝengĝoŭo
681	681
819	819
173	173
867	867
865	865
827	827
824	824
847	847
883	883
829	829
813	813
910	910
850	850
808	808
853	853
872	872
873	873
856	856
858	858
831	831
857	857
828	828
826	826
833	833
848	848
834	834
881	881
852	852
163	163
154	154
201	201
803	803
805	805
52	52
532	532
82	82
84	84
73	73
72	72
62	62
71	71
75	75
74	74
83	83
78	78
77	77
90	90
80	80
627	627
456	456
91	91
190	190
109	109
53	53
270	270
688	688
452	452
795	795
Avril Lavigne	Avril Lavigne
465	465
778	778
846	846
830	830
404	404
Pangulo	Prezidanto
908	908
896	896
897	897
927	927
63	63
555	555
571	571
86	86
401	401
890	890
533	533
264	264
Mihail Gorbačëv	Miĥail Gorbaĉov
99	99
415	415
483	483
469	469
462	462
459	459
466	466
402	402
761	761
Islogan	Slogano
780	780
675	675
689	689
774	774
759	759
758	758
350	350
Inang Teresa	Patrino Teresa
782	782
760	760
785	785
783	783
767	767
766	766
211	211
232	232
204	204
188	188
98	98
894	894
Urbano II	Urbano la 2-a
891	891
602	602
628	628
892	892
601	601
672	672
682	682
821	821
648	648
686	686
664	664
677	677
Manchukuo	Manĉukuo
640	640
110	110
111	111
137	137
138	138
122	122
140	140
809	809
167	167
665	665
776	776
763	763
769	769
667	667
529	529
777	777
788	788
671	671
772	772
432	432
231	231
237	237
239	239
Auguste Rodin	Auguste Rodin
130	130
226	226
207	207
475	475
454	454
495	495
206	206
468	468
461	461
460	460
194	194
210	210
Blog	Blogo
225	225
311	311
220	220
Ibutod	Nukleolo
541	541
642	642
Oscar Wilde	Oscar Wilde
313	313
180	180
794	794
587	587
530	530
609	609
497	497
540	540
428	428
548	548
422	422
549	549
William Tell	Wilhelm Tell
457	457
478	478
253	253
467	467
458	458
158	158
157	157
164	164
124	124
113	113
121	121
106	106
551	551
494	494
320	320
242	242
Dengue	Dengo
291	291
48	48
97	97
56	56
93	93
57	57
French Polynesia	Franca Polinezio
