Afrik	Afriko
Kle	Ŝlosilo
Branchi	Branko
Robert Oppenheimer	Robert Oppenheimer
Mikwoskòp elektwonik	Elektrona mikroskopo
Sikui elektrik	Elektra cirkvito
Saint-John Perse	Saint-John Perse
Evaporasyon	Vaporado
Gout	Podagro
Espèk elektwomayetik	Elektromagneta spektro
Sonar	Sonaro
Clinton Davisson	Clinton Joseph Davisson
Mitoz	Mitozo
Gabriel Jonas Lippmann	Gabriel Lippmann
Reyaksyon konbistyon	Brulo
Lev Davidovich Landau	Lev Landau
Do	Dorso
Aprantisaj	Lerno
William Henry Bragg	William Henry Bragg
George Paget Thomson	George Paget Thomson
Difraksyon	Difrakto
Jean Baptiste Perrin	Jean Baptiste Perrin
Polo	Poloo
Tij	Tigo
Senti	Zono (vestaĵo)
Aticho	Artiŝoko
Polinizasyon	Polenado
Plato kontinantal	Kontinentbreto
Springfield, Missouri	Springfield (Misurio)
Galveston, Texas	Galveston (Teksaso)
Entèferans	Interfero
Elizabeth, New Jersey	Elizabeth (Nov-Ĵerzejo)
Paterson, New Jersey	Paterson (Nov-Ĵerzejo)
Princeton, New Jersey	Princeton (Nov-Ĵerzejo)
Hoboken, New Jersey	Hoboken (Nov-Ĵerzejo)
Mapou	Kapok-arbo
Atlantic City, New Jersey	Atlantic city
Aristarchus of Samos	Aristarko el Samoso
CH	Ch
Zegi	Kudrilo
Allentown, Pennsilvani	Allentown (Pensilvanio)
North Las Vegas, Nevada	Norda Lasvegaso
Mas molè	Mola maso
Sòlvan	Solvaĵo
Phu Quoc	Phu Quoc
Avwán	Aveno
Pye roukou	Bikso orelana
Subrahmanyan Chandrasekhar	Subrahmanyan Chandrasekhar
Kreson frans	Akvokreso
Etilèn	Eteno
Wikipedya:Kouman pou nou korije yon paj	Helpo:Redakti
Aewopò Pleiku	Flughaveno Pleiku
Demakasyon	Akvodislimo
Sann	Cindro
Ludmilla Radchenko	Ljudmila Radĉenko
Joseph Louis Gay-Lussac	Louis Joseph Gay-Lussac
Edward Victor Appleton	Edward Victor Appleton
Albert Fert	Albert Fert
Andrey Kolmogorov	Andrej Kolmogorov
Jean le Rond d'Alembert	Jean le Rond d'Alembert
Leó Szilárd	Leó Szilárd
Josiah Willard Gibbs	Josiah Willard Gibbs
Marguerite Duras	Marguerite Duras
François Arago	François Arago
Zòtèy	Piedfingro
Leopold Sedar Senghor	Léopold Sédar Senghor
Nicholas of Cusa	Nikolao de Kuzo
Lajonis	Flava febro
Enèji potansyèl chimik	Potenciala energio
Igor Yevgenyevich Tamm	Igor Tamm
Masatoshi Koshiba	Koshiba Masatoshi
Louis Eugène Félix Néel	Louis Néel
Dennis Gabor	Dennis Gabor
Eugene Wigner	Eugene Paul Wigner
Hans Bethe	Hans Albrecht Bethe
George Gabriel Stokes	George Gabriel Stokes
Bwa debèn	Ebono
Bèl dam	Beladono
Eyè	Dianto
Bale amè	Artemizio
Etwofizasyon	Plantoziĝo
Kizinye	Kuiristo
Nwa betèl	Kateĉuareko
Joseph Henry	Joseph Henry
Plant vivas	Staŭdo
Rutabaga	Napo
Begonya	Begonio
Pye grenadin	Passiflora quadrangularis
Anplitid	Amplitudo
Pit	Sisalo
Santa Cruz, Kalifòni	Santa Cruz (Kalifornio)
Rekonbinezon jenetik	Gentekniko
Kouran dirè (DC)	Kontinua kurento
Santa Clara, Kalifòni	Santa Clara (Kalifornio)
Santa Barbara, Kalifòni	Santa Barbara (Kalifornio)
Tewo	Ŝimo
Etewotwòf	Heterotrofa
Ibènasyon	Vintra dormo
Arthur Cayley	Arthur Cayley
Karanbòl	Averoo
Koma (astwonomi)	Komato
Mayitid absol	Absoluta magnitudo
Kaldera	Kaldero
Jimo	Ĝemelo
Pay	Pajlo
Rayi	Malamo
Tande	Aŭdo
Konveksyon	Konvekto
Bouton	Butono
Gustaf Dalén	Gustaf Dalén
Charles Glover Barkla	Charles Glover Barkla
Alize	Pasato
Valdivia, Chili	Valdivia
Antalfi	Entalpio
Pigman	Pigmento
Kitin	Kitino
Zèl	Flugilo
Bijou	Juvelarto
Plan enkline	Dekliva ebenaĵo
Lilas peyi	Bida melio
Glikoliz	Glikolizo
Newotransmetè	Neŭrotransmisiilo
Charles Thomson Rees Wilson	Charles Thomson Rees Wilson
Elektwolit	Elektrolito
Meyoz	Mejozo
Dyakritik	Diakrita signo
Akron, Ohio	Akron (Ohio)
Difizyon	Difuzo
William Bradford Shockley	William Shockley
West Palm Beach, Florid	Okcidenta Palm Beach
Wendelin Werner	Wendelin Werner
Theodore von Kármán	Theodore von Kármán
Ipotalamis	Hipotalamo
Trete Ryswik	Traktato de Rijswijk
Viktor Hambardzumyan	Viktor Ambarcumjan
Kapasitans	Kapacitanco
Simon Newcomb	Simon Newcomb
Paralaks	Paralakso
Aewopò Lien Khuong	Flughaveno Lien Ĥuong
Piman	Kapsiketo
Maywood, Ilinwa	Maywood (Ilinojo)
Moman inèsi	Inercimomanto
Drapo Kirgistan	Flago de Kirgizio
So an wotè	Altosalto
Grangou	Malsato
Isidor Isaac Rabi	Isidor Isaac Rabi
Fort Lauderdale, Florid	Fort Lauderdale
Oktagòn	Oklatero
Segman	Rektosegmento
Enfeksyon	Infekto
Astenosfè	Astenosfero
Billings, Montana	Billings (Montano)
Kondansasyon	Kondensado
Basen drenaj	Akvokolekta areo
Pye gwayav	Psidium guajava
Koulè primè	Baza koloro
Antrepriz	Entrepreno
Fewomòn	Feromono
Sik kabòn	Karbono-ciklo
Glisman teren	Terglito
Midi	Tagmezo
Kòne	Korneo
Lank (pou bato)	Ankro (ŝipo)
Zanno	Orelringo
David Brewster	David Brewster
Eric Weisstein	Eric W. Weisstein
Echèl	Ŝtupetaro
Waterville, Washington	Waterville (Vaŝingtonio)
Cathlamet, Washington	Cathlamet (Vaŝingtonio)
Asotin, Washington	Asotin (Vaŝingtonio)
Anblèm Azerbaydjan	Blazonŝildo de Azerbajĝano
Statik	Statiko
Gan	Ganto
Lyezon idwojèn	Hidrogena ligo
Owen Willans Richardson	Owen Willans Richardson
Melanj etewojèn	Miksaĵo
Retin	Retino
Vòlkan konpozit	Stratovulkano
Carl David Anderson	Carl David Anderson
Abolisyon esklavaj	Aboliciismo
Ernest Lawrence	Ernest Orlando Lawrence
Debwazman	Senarbarigo
San Mateo, Kalifòni	San Mateo
Sistèm nève periferik	Periferia nerva sistemo
Efè Coriolis	Koriolisforto
Esmòg	Fumnebulo
Patojèn	Infekta agento
Tè makay	Malsekejo
Labou	Ŝlimo
Nim	Hinda azadiraĥto
Kò	Korpo (biologio)
Tant (ti kay)	Tendo
Pip	Pupo (zoologio)
So an longè	Longosalto
Manne Siegbahn	Manne Siegbahn
Ketòn	Ketono
Tansyon sifas	Surfaca tensio
Kouwòn (solèy)	Korono
Ne lenfatik	Limfaj ganglioj
Mirak	Miraklo
Sistèm nève otonòm	Aŭtonoma nerva sistemo
Filojeni	Filogenetiko
Eugene, Oregon	Eugene
Lòm	Homo (genro)
Pentad	Numidedoj
Л	El (cirila alfabeto)
Percy Williams Bridgman	Percy Williams Bridgman
Imis	Humo
Peptid	Peptido
Rezonans	Resonanco
Nich ekolojik	Ekologia niĉo
Chawoya	Kadavromanĝanto
Fòs santripèd	Centripeta forto
Emilio Segrè	Emilio Segrè
Repwodiksyon aseksyèl	Neseksa reproduktado
Ezofaj	Ezofago
Tenpan	Miringo
Ч	Ĉe (cirila alfabeto)
Ш	Ŝa (cirila alfabeto)
Н	Н (cirila alfabeto)
Konpoze òganik	Organika kombinaĵo
Ф	Ef (cirila alfabeto)
Villa Alemana	Villa Alemana
Farenks	Faringo
Nan Oval	La Ovalo
Andrey Markov	Andrej Markov
Dezyèm lwa tèmodinamik	Dua leĝo de termodinamiko
Estalaktit	Stalaktito
Espò (biyoloji)	Sporo
Sous cho	Termofonto
Jean Giono	Jean Giono
Caltojar	Caltojar
Vodou	Voduo
Estewoyid	Steroido
Teyori selilè	Ĉelteorio
Pat (materyo)	Pasto
Elektwo-eman	Elektromagneto
Cecil Frank Powell	Cecil Frank Powell
Lanse javlo	Lancoĵeto
Izolan	Izolilo
О	O (cirila alfabeto)
Jenerasyon espontane	Spontana generado
Dodekayèd	Dekduedro
Santriyòl	Centriolo
Biafra	Biafro
Volay	Kortobirdo
Norbert Wiener	Norbert Wiener
Deriv kontinan	Kontinenta drivo
Berlanga de Duero	Berlanga de Duero
Eredite	Heredo (genetiko)
Fòs santrifij	Centrifuga forto
Mont	Brakhorloĝo
Pwen woze	Rosopunkto
Silikat	Silikato
Vèv	Vidvo
Degradasyon	Veterdisfalo
Ekitasyon	Rajdado
Kwo-magnon	Homo de Kro Magnon
Lakòz	Kaŭzeco
Puyallup, Washington	Puyallup (Vaŝingtonio)
Premye lwa tèmodinamik	Unua leĝo de termodinamiko
Chalè espesifik	Varmokapacito
Reflèks	Reflekso
Bri	Bruo
George Smoot	George Smoot
М	Em (cirila alfabeto)
Plonje soumaren	Subakvado
Shinjuku	Kvartalo Ŝinĝuku
Ц	Ce (cirila alfabeto)
Х	Ĥa (cirila alfabeto)
У	U (cirila alfabeto)
С	Es (cirila alfabeto)
Vo Nguyen Giap	Võ Nguyên Giáp
Pèmafwòs	Ĉiamfrosta grundo
Sediman	Sedimento
Third World	Tria mondo
Lenny Kravitz	Lenny Kravitz
Enèji tèmik	Interna energio
Selil konbistib	Fuelpilo
Machwa	Makzelo
Sil	Cilio
Imidite	Humideco
Eleman	Elemento
Espektwomèt mas	Mas-spektrogramo
Anòd	Anodo
Estalagmit	Stalagmito
Chen Ning Yang	Chen Ning Yang
Pèt cheve	Kalveco
Р	Er (cirila alfabeto)
Ze amnyotik	Amniulo
Bwonch	Bronko
Nicolas Leonard Sadi Carnot	Nicolas Léonard Sadi Carnot
Koloyid	Koloido
Android	Androido
Konpozit	Kompozita materialo
Augusta, Georgie	Augusta (Georgio)
Fizik (pyès metal)	Fandogardilo
Tij sèvo	Cerba trunko
Bentos	Bentoso
Щ	Ŝĉa (cirila alfabeto)
Repwodiksyon seksyèl	Seksa reproduktado
Т	Te (cirila alfabeto)
Meteyo analòg	Veterprognozo
John James Audubon	John James Audubon
Dispèsyon	Varianco (optiko)
Edward Mills Purcell	Edward Mills Purcell
Zhores Ivanovich Alferov	Ĵores Alfjorov
Dezètifikasyon	Dezertiĝado
Ilya Prigogine	Ilja Prigogine
Ernest Walton	Ernest Walton
Owen Chamberlain	Owen Chamberlain
Tsung-Dao Lee	Tsung-Dao Lee
Gary, Indiana	Gary
Fewomayetis	Feromagneta substanco
Rizòm	Rizomo
Kado	Donaco
Viña del Mar	Viña del Mar
Sèkèy	Ĉerko
Andrew Wiles	Andrew Wiles
Patrick Blackett	Patrick Maynard Stuart Blackett
Gerolamo Cardano	Gerolamo Cardano
Sofia Kovalevskaya	Sofja Kovalevskaja
Owojenèz	Orogenezo
Charles Townes	Charles Hard Townes
Polykarp Kusch	Polykarp Kusch
Walter Houser Brattain	Walter Houser Brattain
Dekagòn	Deklatero
Dyelektrik	Dielektriko
Igor Vasilyevich Kurchatov	Igor Kurĉatov
Selil konpay	Floemo
Guantánamo, Kiba	Guantanamo
Knoxville, Tennessee	Knoxville (Tenesio)
Ponyèt	Pojno
Lieutenant	Leŭtenanto
Radyasyon iyonik	Joniga radiado
Ю	Ju (cirila alfabeto)
Mityalis	Mutualismo
Otozòm	Aŭtosomo
Riccardo Giacconi	Riccardo Giacconi
Willis Lamb	Willis Eugene Lamb
Parazitis	Parazito
Chattanooga, Tennessee	Chattanooga (Tenesio)
Machin konpoze	Simpla maŝino
Alèjèn	Alergeno
Ovilasyon	Ovolado
Trip so	Trisalto
Pierre-Gilles de Gennes	Pierre-Gilles de Gennes
Fonksyon zeta Riemann	Rimana ζ funkcio
Augustin-Jean Fresnel	Augustin Fresnel
Anders Jonas Ångström	Anders Jonas Ångström
Charles Peirce	Charles Sanders Peirce
Melanin	Melanino
Emigrasyon	Elmigrado
François Duvalier	François Duvalier
Spokane, Washington	Spokane (Vaŝingtonio)
Jerome Isaac Friedman	Jerome Isaac Friedman
Léon Foucault	Léon Foucault
Bwat	Kesto
Langston Hughes	Langston Hughes
Alexei Alexeyevich Abrikosov	Aleksej Abrikosov
Sistèm òganik	Organa sistemo
Siksesyon ekolojik	Sukcesio (ekologio)
Konstan	Konstanto
Frits Zernike	Frits Zernike
Kal	Skvamo
Anfisèm	Emfizemo
François Viète	François Viète
Marin Mersenne	Marin Mersenne
Dolin	Dolino
Я	Ja (cirila alfabeto)
Plantasyon	Plantejo
Keratin	Keratino
Nevill Mott	Nevill Francis Mott
Ekilib chimik	Kemia ekvilibro
Sir William Crookes	William Crookes
Ayerbe	Ayerbe
Plant bizanyèl	Dujara planto
Anayewobi	Anaeroba organismo
Fwon (météorologie)	Fronto (meteologio)
Patrimwàn ereditè	Genprovizo
Bouk	Kaprenoj
Mikwotibil	Mikrotubeto
Glann mamè	Laktoglando
Robert Betts Laughlin	Robert B. Laughlin
Flajèl	Flagelo
Cienfuegos, Kiba	Cienfuegos (urbo)
Lajenès	Junaĝo
Mandarin	Mandarino
Sitadèl la Ho dinasti	Thanh Nha Ho
Minato	Kvartalo Minato-ku (Tokio)
Turbulence	Turbulento
Pepsin	Pepsino
Lamitye	Kuskuto
Lespwa	Espero (emocio)
Simeon Denis Poisson	Siméon-Denis Poisson
Desalman	Sensaligo
Adrien-Marie Legendre	Adrien-Marie Legendre
Giuseppe Peano	Giuseppe Peano
Alveyòl	Pulma alveolo
Ы	Jerio
Э	E (cirila alfabeto)
Kòmansalis	Kunmanĝado
Egzoskèlèt	Eksoskeleto
Danny Glover	Danny Glover
Labrim	Brumo
Sèl (sou cheval)	Selo
Konsomasyon	Konsumo
Yè	Pasinteco
Plant anyèl	Unujara planto
Ilya Frank	Ilja Frank
William Gilbert	William Gilbert
Anthony James Leggett	Anthony Leggett
Tinèl la Cu Chi	Củ-Chi-tuneloj
Ba	Ŝtrumpo
Plenn inondab	Apudrivera ebenaĵo
Ayewobi	Aerobia
If	Hifo
Trajektwa	Trajektorio
Lim	Fajlilo
Migrasyon	Bestomigrado
Entèval kontou	Nivellinio
Echalot	Askalono
Distans fokal	Ĉefa fokusa distanco
Shibuya	Kvartalo Ŝibuja
Frantz Fanon	Frantz Fanon
Almuñécar (Grenad)	Almuñécar
Limyè solèy	Sunradiado
Bròs	Peniko
Preri	Prerio
Kamouflaj	Kamuflado
Michael Pupin	Mihajlo Pupin
Fotomikwoskòp konpoze	Mikroskopo
Sètifika	Atesto
Tacoma, Washington	Tacoma (Vaŝingtonio)
Universidad de Concepción (Chili)	Universidad de Concepción
Pa touye	Nemortigo
Evolisyon konvèjan	Konverĝa evoluo
Abraham de Moivre	Abraham de Moivre
Ròb	Robo
Sean Paul	Sean Paul
Panye	Korbo
Marquis de Condorcet	Nicolas de Condorcet
John Dee	John Dee
Ь	Mola signo (cirila alfabeto)
Echèl valè MMS	Momant-magnituda skalo
Braslè	Brakringo
Pikan	Dorno (botaniko)
Djèt estrim	Ĵetfluo
John Archibald Wheeler	John Archibald Wheeler
Ton natalite	Naskindico
Modesto, Kalifòni	Modesto
Zion	Ciono
Tousen Louvèti	Toussaint Louverture
Ipotèz Riemann	Rimana hipotezo
CARICOM	Karibia Komunumo
Henri Lebesgue	Henri Léon Lebesgue
Pafnuty Chebyshev	Pafnutij Ĉebiŝov
Vòl (sa fè yon zwazo)	Flugo
Estrès	Streĉo (mekaniko)
John Lewis Hall	John L. Hall
Orinda, Kalifòni	Orinda (Kalifornio)
Gaspard Monge	Gaspard Monge
Kou-sikui	Kurta cirkvito
Zèb	Spicherbo
Lonè	Honoro
Isaac Barrow	Isaac Barrow
Chalè latan	Latenta varmo
500 (nonm)	500 (nombro)
Sòlstis ivè	Vintra solstico
Latòti (il)	Insulo de la Testudo
Règ oktè	Okopa regulo
Vallejo, Kalifòni	Vallejo
Thousand Oaks, Kalifòni	Thousand Oaks
Panic	Paniko
Misk lis	Glata muskolo
Sunnyvale, Kalifòni	Sunnyvale (Kalifornio)
Reseptè	Ricevanto (biologio)
Mas kritik	Sojla maso
Kouran-toubiyon	Kirlokurento
Akwifè	Grundakvejo
René Préval	René Préval
Oxnard, Kalifòni	Oxnard
Jan Bètran Aristid	Jean-Bertrand Aristide
Aran	Klupeoj
Gamèt	Gameto
Ъ	Malmola signo (cirila alfabeto)
Santa Clara, Villa Clara	Santa Clara (Kubo)
Diktilite	Duktileco
Vòlkan an boukliye	Ŝilda vulkano
Janjak Desalin	Jean Jacques Dessalines
Dodekagòn	Dekdulatero
Laurent Schwartz	Laurent Schwartz
Brook Taylor	Brook Taylor
Chuo	Kvartalo Ĉuo (Tokio)
Bunkyo	Kvartalo Bunkjo
Kondisyònman	Kondiĉa reflekso
Epidèm	Epidermo
Entrizif	Intruzio (geologio)
Santa Rosa, Kalifòni	Santa Rosa (Kalifornio)
Estekyometri	Stekiometrio
Adachi	Kvartalo Adaĉi
Ernst Chladni	Ernst Chladni
Hurling	Iomano
Devlòpman	Disvolviĝ-biologio
Terapi jenik	Genterapio
Tinen	Nano (mito)
Chiyoda	Kvartalo Ĉijoda
Edogawa	Kvartalo Edogaŭa
Bellevue, Washington	Bellevue (Vaŝingtonio)
Desalinyèn	La Dessalinienne
Chanm Wilsonn	Nebulkamero
Jabo	Kropo
Mikwoklima	Mikroklimato
Koto	Kvartalo Koto
Gábor Szegő	Gábor Szegő
Estomat	Stomo
Teleskòp refraktè	Refraktoro
Espèk emisyon	Energia spektro
Radyasyon adaptatif	Adapta radiado
Youngstown, Ohio	Youngstown (Ohio)
Kap Ayisyen (komin)	Haitia Kabo
Ithaca, New York	Ithaca (Nov-Jorkio)
Ka	Ka
Analiz	Analizo
Pous	Colo
Zoltán Lajos Bay	Zoltán Bay
Boza	Belartoj
Józef Rotblat	Józef Rotblat
Anggun	Anggun
Ekoulman piwoklastik	Piroklasta fluo
Selil ot	Mastro (biologio)
Theodore Kaczynski	Theodore Kaczynski
Walla Walla, Washington	Walla Walla (Vaŝingtonio)
Fargo	Fargo (filmo)
Tòti	Testuduloj
Redmond, Washington	Redmond (Vaŝingtonio)
Maurice Druon	Maurice Druon
Aimé Cesaire	Aimé Césaire
Estrikti analòg	Homologio (biologio)
Forks, Washington	Forks
Zufre (Huelva)	Zufre
Apaxco	Apaxco
Georges-Louis Leclerc	Georges-Louis Leclerc de Buffon
Setagaya	Kvartalo Setagaja
Monreyal (menm non)	Montréal
Arakawa	Kvartalo Arakaŭa
Katsushika	Kvartalo Kacuŝika
Itabashi	Kvartalo Itabaŝi
Taito	Kvartalo Taito
Peoria, Ilinwa	Peoria (Ilinojso)
Aberdeen, Washington	Aberdeen (Vaŝingtonio)
Rockford, Ilinwa	Rockford (Ilinojo)
Vancouver, Washington	Vancouver (Vaŝingtonio)
Erie, Pennsilvani	Erie (Pensilvanio)
Nakano	Kvartalo Nakano
Benzoliv	Moringa oleifera
Stanislaw Ulam	Stanisław Ulam
Hollywood, Florid	Hollywood (Florido)
Ang kritik	Tuteca ena reflekto
Kita	Kvartalo Kita-ku (Tokio)
Sumida	Kvartalo Sumida
Ajil (non)	TON
Toshima	Kvartalo Toŝima
Reading, Pennsilvani	Reading (Pensilvanio)
Rou (objè ron)	Disko (matematiko)
90 (nonm)	90 (nombro)
Columbus, Georgie	Columbus (Georgio)
Deadache	Deadache
58 (nonm)	58 (nombro)
72 (nonm)	72 (nombro)
Efè Tyndall	Efiko Tyndall
Pinar del Río, Kiba	Pinar del Río
Clearwater, Florid	Clearwater (Florido)
Willebrord Snel van Royen	Willebrord Snell
Holguín, Kiba	Holguín
Denis	Denizo de Parizo
Komedyen	Komikisto
Solenoyid	Solenoido
Vitès reyaksyon	Reakcia rapido
Chehalis, Washington	Chehalis (Vaŝingtonio)
Melanj	MIX
Ao dai	Aŭzajo
Campotéjar (Grenad)	Campotéjar
Alanís (Seville)	Alanís
Boustabak	Krestobeka anio
Larchmont, New York	Larchmont (Novjorkio)
Nenf	Nimfo
Humboldt, Iowa	Humboldt (Iovao)
Zo	Osto
Selil vòltayik	Pilo
Lagonav (il)	Gonavo
Mirlande Manigat	Mirlande Manigat
Fiksasyon azòt	Nitrogena fiksado
Matanzas, Kiba	Matanzas (urbo)
Ektodèm	Ektodermo
Fòmil anpirik	Minimuma formulo
Peter Tosh	Peter Tosh
Melan	Merlango
Nòmal (dyagram reyon)	Surfaca normalo
Denaturasyon	Denaturiĝo de proteinoj
Konjigezon	Bakteria kunjugiĝo
Edouard Glissant	Édouard Glissant
Edouard Lucas	Édouard Lucas
Kachiman kanèl	Sukerpomo
92 (nonm)	92 (nombro)
James Dewar	James Dewar
84 (nonm)	84 (nombro)
Pietro Cataldi	Pietro Cataldi
96 (nonm)	96 (nombro)
Villablanca (Huelva)	Villablanca
Englewood Cliffs, New Jersey	Englewood Cliffs
43 (nonm)	43 (nombro)
Mereng	Merengo
Eastsound, Washington	Eastsound (Vaŝingtonio)
Pèch (espò)	Fiŝhokado
Bélmez de la Moraleda (Jaén)	Bélmez de la Moraleda
Ѳ	Fita
Sanibel, Florid	Sanibel (Florido)
Kristalizasyon	Kristaliĝo
Lafayette, Kalifòni	Lafayette (Kalifornio)
87 (nonm)	87 (nombro)
Marion, Indiana	Marion
Rialto, Kalifòni	Rialto (Kalifornio)
54 (nonm)	54 (nombro)
Albion, Ilinwa	Albion (Ilinojo)
Monreyal (il)	Insulo Montrealo
Orgiva (Grenad)	Órgiva
Malè	Malè
Make	Make
Vadillo	Vadillo
Replik	Posttertremo
Peristaltis	Peristalto
Kalmason	Heliko
Avianca	Avianca
Jean Giraud	Jean Giraud
Anpil	Kvanto
Rudjer Josip Boscovich	Boŝkoviĉ
Henry Moseley	Henry Moseley
Ludolph van Ceulen	Ludolph van Ceulen
Jean-Claude Duvalier	Jean-Claude Duvalier
Nicole Oresme	Nikolao de Oresme
René Antoine Ferchault de Réaumur	René-Antoine Ferchault de Réaumur
Don Miguel	Mikaelo la 1-a (Portugalio)
Michelet	Jules Michelet
Neil deGrasse Tyson	Neil deGrasse Tyson
Janne Rydberg	Johannes Rydberg
Chiyonofuji Mitsugu	Chiyonofuji Mitsugu
Mouvman retwograd	Retrograda orbito
Nguyen Du	Nguyen Du
Jagadish Chandra Bose	Jagadish Chandra Bose
Ousmane Sembene	Ousmane Sembene
Laurent Lafforgue	Laurent Lafforgue
Andrei Okounkov	Andrej Okunkov
Paul Painleve	Paul Painlevé
Kochle	Koĥleo
Joplin, Missouri	Joplin (Misurio)
Henri Salvador	Henri Salvador
Babez for Breakfast	Babez for Breakfast
Taihō Kōki	Taiho Koki
Militon	Ĉajoto
Abla (Almería)	Abla
Keenen Ivory Wayans	Keenen Ivory Wayans
John Maynard Smith	John Maynard Smith
Loránd Eötvös	Loránd Eötvös
Peter Lax	Péter Lax
Simi Valley, Kalifòni	Simi Valley
Fairfield, Kalifòni	Fairfield (Kalifornio)
Mezodèm	Mezodermo
Sergei Vavilov	Sergej Vavilov
Clarksville, Tennessee	Clarksville (Tenesio)
Bouche	Buĉisto
Úbeda (Jaén)	Úbeda
Ѣ	Jato
Oak Park, Ilinwa	Oak Park (Ilinojo)
Andodèm	Endodermo
Chimyosentèz	Kemisintezo
Laj absoli	Absoluta kronologio
Loja (Grenad)	Loja (Granada)
Desmond Dekker	Desmond Dekker
Solisyon sisatire	Supersaturita solvaĵo
Newport News, Vijini	Newport News
Stephen Cole Kleene	Stephen Kleene
88 (nonm)	88 (nombro)
Acworth, Georgie	Acworth (Georgio)
Giovanni Battista Venturi	Giovanni Battista Venturi
Gabriel Lame	Gabriel Lamé
Sèl (materyo chimik)	Salz
El Cajon, Kalifòni	El Cajon
Paul Halmos	Pál Halmos
Paprika Korps	Paprika Korps
Daly City	Dalyurbo
Pembroke Pines, Florid	Pembroke Pines
Escondido, Kalifòni	Escondido
Bipèd	Dupiedulo
Estherville, Iowa	Estherville (Iovao)
Koulè segondè	Miksita koloro
Chittagong	Ĉitagongo
Almaluez	Almaluez
Régis Debray	Régis Debray
Tamariyo	Solanum betaceum
Oliver Lodge	Oliver Lodge
Ovil	Ovolo (plantoscienco)
Louis Slotin	Louis Slotin
Degre	Grado (apartigilo)
Begíjar (Jaén)	Begíjar
Disip	Disĉiplo
Malibu, Kalifòni	Malibu
Centennial, Kolorado	Centennial
Pis	Pulo
Matie	Evangelio laŭ Mateo
Everett, Washington	Everett (Vaŝingtonio)
Agenor	Agenoro
Agudo	Agudo (Suda Rio-Grando)
Fen (non)	END
Ajuricaba	Ajuricaba
Aki	Blighia sapida
Zòn entètidal	Vadmaro
Ocean Shores, Washington	Ocean Shores (Vaŝingtonio)
Moraleda de Zafayona (Grenad)	Moraleda de Zafayona
Salobreña (Grenad)	Salobreña
85 (nonm)	85 (nombro)
Vyolèt	Viola
Los Palacios y Villafranca (Seville)	Los Palacios y Villafranca
Woz (koulè)	Roza
Bellingham, Washington	Bellingham (Vaŝingtonio)
Sycamore, Ilinwa	Sycamore (Ilinojo)
27 (nonm)	27 (nombro)
35 (nonm)	35 (nombro)
64 (nonm)	64 (nombro)
99 (nonm)	99 (nombro)
AN	An
Alájar (Huelva)	Alájar
Modèl:TLP	TLP
Janos Galambos	János Galambos
Liv Mòman	Libro de Mormon
Idrat	Hidrato
Cape Coral, Florid	Cape Coral
Lakewood, Kolorado	Lakewood (Koloradio)
Leslie Manigat	Leslie Manigat
Pyotr Nikolaevich Lebedev	Pjotr Lebedev
Kachiman	Reteta anono
Polyan	Poluilo
Kantaloup	Kantalupo
Zizye	Maĉstomako
Coritiba Foot Ball Club	Coritiba Foot Ball Club
Aewopò Tan Son Nhat	Flughaveno Tan Son Nhat
Imaj	Bildo
Atis	Artisto
Aliud	Aliud
Anacortes, Washington	Anacortes (Vaŝingtonio)
Adaptasyon	Adaptado
Baraona	Baraona
Degre oksidasyon	Oksidiĝa nombro
Medinaceli	Medinaceli
Berkeley, Kalifòni	Berkeley (Kalifornio)
Marbella (Málaga)	Marbella
Láchar (Grenad)	Láchar
El Burgo de Osma-Ciudad de Osma	Burgo de Osma
Pasadena, Kalifòni	Pasadena (Kalifornio)
Key West, Florid	Key West
Odè	Odoro
Glendale, Kalifòni	Glendale (Kalifornio)
Suellacabras	Suellacabras
Yanguas	Yanguas
Get Heavy	Get Heavy
San Bernardino, Kalifòni	San Bernardino (Kalifornio)
The Arockalypse	The Arockalypse
Deriv jenetik	Genetika derivo
Cedar Rapids, Iowa	Cedar Rapids
Evansville, Indiana	Evansville
Kansas City, Kansas	Kansasurbo (Kansaso)
Rochester, Minnesota	Rochester (Minesoto)
Mountain View, Kalifòni	Mountain View (Kalifornio)
Pomona, Kalifòni	Pomona (Kalifornio)
South Bend, Indiana	South Bend
Compton, Kalifòni	Compton (Kalifornio)
Minot	Minot (Norda Dakoto)
Monterey, Kalifòni	Monterey
San Esteban de Gormaz	San Esteban de Gormaz
The Monsterican Dream	The Monsterican Dream
Saint Marys, Iowa	Kantono Pottawattamie (Iovao)
Yakutat (Alaska)	Yakutat
Sunbury, Georgie	Kantono Liberty (Georgio)
Iowa City, Iowa	Iowa City (Iovao)
Gainesville, Florid	Gainesville (Florido)
Salinas, Kalifòni	Salinas (Kalifornio)
Ontario, Kalifòni	Ontario (Kalifornio)
Baeza (Jaén)	Baeza
Oceanside, Kalifòni	Oceanside (Kalifornio)
Palmdale, Kalifòni	Palmdale
Downey, Kalifòni	Downey (Kalifornio)
Torrance, Kalifòni	Torrance
Bloomington, Indiana	Bloomington
Ventura, Kalifòni	Ventura
Concord, Kalifòni	Concord (Kalifornio)
Baza (Grenad)	Baza (Granada)
Biloxi, Mississippi	Biloxi
Fort Collins, Kolorado	Fort Collins
Alameda, Kalifòni	Alameda (Kalifornio)
