Àfrica	Afriko
Langemark-Poelkapelle	Langemark-Poelkapelle
Cleòpatra (desambiguació)	Kleopatra (regantoj)
Falster	Falster
Miniaplicació	Apleto
Pteroglossus pluricinctus	Dustria arasario
Colom de Jamaica	Kariba kolombo
Llista de municipis de Saona i Loira	Komunumoj de Saône-et-Loire
Alció blau	Kolumalciono
Govern Jean-Marc Ayrault (2)	2-a registaro de Jean-Marc Ayrault
Peer	Peer (Belgio)
Riemst	Riemst
Leopoldsburg	Leopoldsburg
Alblasserdam	Alblasserdam
Congregació per al Clergat	Kongregacio por la klerikaro
Excenevex	Excenevex
Pardal roquer	Rokpasero
Francesco Maurolico	Franciscus Maurolycus
Corriol (ocell)	Ĥaradrio
Avesnes-les-Aubert	Avesnes-les-Aubert
Tibava	Tibava (distrikto Sobrance)
Pars pro toto	Pars pro toto
Englefontaine	Englefontaine
Rivedoux-Plage	Rivedoux-Plage
Cantó de Llemotges Condat	Kantono Limoges-Condat
Catedral de Sant Pere i Sant Pau	Katedralo Sanktaj Petro kaj Paŭlo (Sankt-Peterburgo)
Liptovské Matiašovce	Liptovské Matiašovce
Genusus	Rivero Shkumbin
Convent de Crist	Monaĥejo de Kristo
Llac Saint Clair (Amèrica del Nord)	Lago de Sankta Claire
Megàpode de Melanèsia	Melanezia nestamasulo
Alfabet dactilològic	Fingrolingvo
Forma quadràtica	Kvadrata formo
Epicondilitis	Tenisa kubuto
Deífob	Deifobo
Tarator (sopa freda)	Tarator
Archelange	Archelange
Charles W. Juels	Charles W. Juels
Ayamonte	Ayamonte
Punta Umbría	Punta Umbría
John Broughton	John Broughton
Almonte	Almonte
Formació geològica	Geologia formacio
Isla Cristina	Isla Cristina
Endevina qui ve a sopar	Guess Who's Coming to Dinner
Tekovský Hrádok	Tekovský Hrádok
Almócita	Almócita
Potencial químic	Kemia potencialo
Auguste Kerckhoffs	August Kerckhoffs
Unió de Corts Islàmiques de Somàlia	Islamaj Kortumoj
Mesen	Mesen (Belgio)
Jean-Baptiste Oudry	Jean-Baptiste Oudry
Sergi Grapes	Gastono Lafuŝ'
Hereford (raça)	Hereford (bovoraso)
Exèrcit insurgent ucraïnès	Ukraina Ribela Armeo
Titonos	Titono
Arnaud Montebourg	Arnaud Montebourg
Tenrikyo	Tenrikjo
Serpentinita	Serpentinŝtono
Carpanzano	Carpanzano
Pablo Alborán	Pablo Alborán
Phasianus	Fazano (genro)
Cercibis oxycerca	Akravosta ibiso
Deficiència visual	Parta vida malkapablo
Notre-Dame-d'Oé	Notre-Dame-d'Oé
Seagram Building	Konstruaĵo Seagram
Test de primalitat de Fermat	Primeca provo de Fermat
Malé Kršteňany	Malé Kršteňany
Dominic James La Rocca	Nick LaRocca
Lluís XIII de França	Ludoviko la 13-a (Francio)
Sint-Martens-Latem	Sint-Martens-Latem
Belford Roxo	Belford Roxo
Districte de Bratislava I	Distrikto Bratislavo 1
Messapis	Mesapianoj
Ribeirão das Neves	Ribeirão das Neves
Sébastien Vaillant	Sébastien Vaillant
Zona neàrtica	Nearktiso
Pier Paolo Vergerio (el Vell)	Pier Paolo Vergerio, la Maljuna
Grand Cayman	Granda Kajmano
Tsukumogami	Cukumogamio
Calidris ptilocnemis	Rokkalidro
Šíd	Šíd
Bergama	Bergama
Tara	Tara
Goril·la occidental	Okcidenta gorilo
Goril·la de muntanya	Monta gorilo
Huracà Rita	Uragano Rita
Moixé Castel	Moŝe Kastel
Duduk	Duduko
Francolí escamós	Skvama frankolino
Bar (Ucraïna)	Bar (Ukrainio)
Filaretos Bracamios	Filaretos Braĥamios
Accident aeri dels Andes	Anda flugakcidento de 1972
Élincourt	Élincourt
Euràbia	Eŭrabio
Melicertes	Melikerto
Xàtiva	Ŝativo
Aparcament d'enllaç	P+R
Montclar-sur-Gervanne	Montclar-sur-Gervanne
Maxilly-sur-Léman	Maxilly-sur-Léman
Províncies Unides del Riu de la Plata	Unuiĝintaj Provincoj de Rivero Plata
Vermivora	Vermivoroj
Pergamí de Chinon	Pergameno de Chinon
Mètode	Metodo
Gavotí de Cassin	Kasina aŭko
Cussy-les-Forges	Cussy-les-Forges
Orechová	Orechová
Reynosa	Reynosa
Parc Nacional de Dzūkija	Nacia Parko Dzukio
Parc Nacional dels Pirineus	Nacia parko Pireneoj
Baeolophus bicolor	Dukolora paruo
Reserva i Parc Nacional de Kluane	Nacia Parko Kluane
Falco chicquera	Ruĝkapa falko
Tallarol de garriga	Barbstria silvio
Abellerol gola-roig	Madagaskara abelmanĝulo
Semitò	Duontono
Glenic	Glénic
Ordit	Varpo
Curtis Harrington	Curtis Harrington
Titanic (desambiguació)	Titanic (apartigilo)
Íficles	Ifikleso
Dieffenbachia	Difenbaĥio
Macaco d'Assam	Ursmakako
Partit Reformista Estonià	Estona Reforma Partio
Riu Seim	Sejm (rivero)
Nedožery-Brezany	Nedožery-Brezany
Bitó (ocell)	Botaŭroj
Catàleg de les obres de Haydn	Hoboken-registro
Línia 9 del metro de Moscou	Metrolinio Serpuĥovsko-Timirjazevskaja (Moskvo)
Parúlid	Paruliedoj
Leucosticte arctoa	Tundra leŭkostikto
Mateu Fletxa el Vell	Mateo Flecha la malnova
Assàrac	Asarako
Catedral de Westminster	Katedralo de Westminster
Peix gat gegant del Mekong	Mekonga giganta siluro
Tsuga	Cugo
Papamòbil	Papamobilo
Krimpen aan den IJssel	Krimpen aan den IJssel
Diviaky nad Nitricou	Diviaky nad Nitricou
Villers-Plouich	Villers-Plouich
Fresnedillas de la Oliva	Fresnedillas de la Oliva
Collinée	Collinée
Mario Camus	Mario Camus
Gudenå	Gudenå
Ornament (música)	Ornamo (muziko)
Socialisme cristià	Kristana socialismo
Província de Chiriquí	Ĉirikio
Santa Ana (El Salvador)	Santa Ana (Salvadoro)
Black Kettle	Nigra Kaldrono
Vers blanc	Blanka verso
Cross River	Krosrivera Ŝtato
East End	East End de Londono
Riu Fly	Rivero Fly
Hoth	Hoth
Leucosticte nemoricola	Arbara leŭkostikto
Zoo del Bronx	Bestoĝardeno de Bronkso
Osrblie	Osrblie
Granota goliat	Goljata rano
Bacarà	Bakarato
Cafè moca	Mokao
Teoria de la xarxa d'espín	Lopa kvantuma gravito
Castell de Vaux-le-Vicomte	Kastelo de Vaux-le-Vicomte
Coturnix pectoralis	Aŭstralia koturno
Assebroek	Assebroek
Avessac	Avessac
Lewis Trondheim	Lewis Trondheim
Olof Rudbeck el Jove	Olaus Rudbeckius, la Juna
President del Parlament Europeu	Prezidanto de la Eŭropa Parlamento
Amadou-Mahtar M'Bow	Amadou-Mahtar M'Bow
Isometria	Izometrio
Josep Pla i Casadevall	Josep Pla
Müsavat	Musavato
Emú de Tasmània	Tasmania emuo
Santa Cruz de Mompox	Santa Cruz de Mompox
Fons de Nacions Unides per a la Infància	UNICEF
Parc aquàtic	Akvoparko
Súlovce	Súlovce
Estatge nival	Neĝolinio
Chemenot	Chemenot
Pinacoteca	Pinakoteko
Moustier-en-Fagne	Moustier-en-Fagne
Busiris (fill de Posidó)	Busiro
Veľký Meder	Veľký Meder
Louis-Robert Carrier-Belleuse	Louis-Robert Carrier-Belleuse
FL Studio	FL Studio
Skalka nad Váhom	Skalka nad Váhom
Gu Hongzhong	Gu Hongzhong
Morell de Baer	Baera anaso
Sciez	Sciez
Esperó (hípica)	Sprono
Ànec arbori bicolor	Dukolora arbanaso
Gliese 876	Gliese 876
Paks	Paks
Maalula	Maalula
Bartolommeo Ramenghi	Bartolommeo Ramenghi
Poix-du-Nord	Poix-du-Nord
Santa Maria (Rio Grande do Sul)	Santa Maria (Suda Rio-Grando)
Tessenderlo	Tessenderlo
Wadi Halfa	Ŭadi Halfa
Francolinus	Frankolino
Rizoforàcia	Rizoforacoj
Porgy and Bess	Porgy and Bess
Rybany	Rybany
Sakia-el-Hamra	Sagia el Hamra
Gal·licanisme	Galikanismo
Dezize-lès-Maranges	Dezize-lès-Maranges
Budikovany	Budikovany
Bamingui-Bangoran	Bamingui-Bangoran
Contracepció postcoital	Postpilolo
Assens	Assens (Fueno)
Pucov	Pucov (distrikto Dolný Kubín)
Illa de Beechey	Beechey-insulo
Camp profund del Hubble	Hubble-a profunda kampo
Mesitornis unicolor	Bruna mesito
Streaming SIMD Extensions	SSE (instrukciaro)
J'accuse...!	J'accuse
Europa (desambiguació)	Eŭropo (apartigilo)
Condicions meteorològiques extremes	Aĉa vetero
Pècari de collar	Tajasuo
Dlhá nad Oravou	Dlhá nad Oravou
Vilar (Cruesa)	Villard (Creuse)
Saint-Léger-Vauban	Saint-Léger-Vauban
Parc Nacional d'Ordesa i Mont Perdut	Nacia parko Ordesa y Monte Perdido
Bao Xishun	Xi Shun
Pons (Charente Marítim)	Pons
Dafnis (poeta)	Dafno (mitologio)
Beaurain	Beaurain
Assimil	Assimil
Accelerador (aeronàutica)	Akcela raketo
Chipiona	Chipiona
San Fernando (Cadis)	San-Fernando
Benaocaz	Benaocaz
Línia A del RER de l'Illa de França	RER de Francilio A
Primus	Primus
Ghawar	Ghawar
Literatura catalana	Katalunlingva literaturo
Dunajov	Dunajov
Pongrácovce	Pongrácovce
Plélan-le-Petit	Plélan-le-Petit
Gyula Juhász	Gyula Juhász
Obyce	Obyce
Crypturellus duidae	Grizkrura tinamo
Nucli planetari	Planeda kerno
Toporec	Toporec
Serpentó	Serpento (blovinstrumento)
Pichincha	Pichincha
Madame Bovary (pel·lícula de 1949)	Madame Bovary (1949)
Ànec xerraire	Hejmanaso
Morte a Venezia	La morto en Venecio (filmo)
Pintura d'història	Historia pentrado
Tengu	Tengu
Becherovka	Becherovka
Nana-Mambéré	Nana-Mambéré
Ànec negre americà	Okulvitra maranaso
Pentatló modern als Jocs Olímpics d'estiu de 1924	Somera Olimpiko 1924/moderna pentatlono
Odontophorus melanonotus	Nigradorsa koturno
Trogon de Cuba	Kuba trogono
Ànec arbori de cara blanca	Blankvizaĝa arbanaso
Astèrix i Cleopatra	Asteriks kaj Kleopatra
Nicolás Salmerón y Alonso	Nicolás Salmerón
Mojtín	Mojtín
Tanegashima Space Center	Tanegaŝima-Kosmocentro
Aligot de Harris	Ruĝecŝultra buteo
Llista d'asteroides (19001-20000)	Listo de asteroidoj (19001–20000)
Stará Bystrica	Stará Bystrica
Monal de l'Himàlaia	Himalaja monalo
Pardal palustre	Marĉa kantopasero
Panorama in Interlingua	Panorama in Interlingua
Keuruu	Keuruu
Staden	Staden
Oostkamp	Oostkamp
Dentergem	Dentergem
Bredene	Bredene
Sigmund Romberg	Sigmund Romberg
Enterprise JavaBean	Enterprise JavaBeans
Gian Giacomo Trivulzio	Gian Giacomo Trivulzio
Bitó americà	Nord-amerika botaŭro
Héder	Ĥedero
Granota fletxa blava	Dendrobates azureus
Saló del Regne	Regnohalo
Llei Taft-Hartley	Leĝo de Taft-Hartley
Guacamai de Spix	Cianopsito
Jonava	Jonava
Atari 5200	Atari 5200 Super System
Diest	Diest
Iunga	Jungaoj
Control mental	Cerbolavado
Napata	Napata
Riu Droma	Drôme (rivero)
Los Angeles Angels of Anaheim	Los Angeles Angels of Anaheim
Tolox	Tolox
València (desambiguació)	Valencio (apartigilo)
Te Deum	Te Deum
Els Verds (França)	La Verduloj (Francio)
L'Archa	Larche (Corrèze)
Cantó de Rechoard	Kantono de Rochechouart
Frixos	Frikso
Scarborough	Scarborough
Divisió administrativa de Grenlàndia	Teritoria organizado de Gronlando
Mangosta nana africana	Nana helogalo
Alboran	Insulo Alborano
Tilinop	Fruktokolomboj
Divriği	Divriği
Fender Rhodes	Fender Rhodes
Wawel	Vavelo
La Codosera	La Codosera
Llista de municipis de la Catalunya del Nord	Komunumoj de Pyrénées-Orientales
Lestrígons	Laistrigonoj
Esquetx	Skeĉo
Báč	Báč
Braväcovo	Braväcovo
Tarxien	Tarxien
Ajac (Corresa)	Objat
Alfabet persa	Araba-persa alfabeto
Associació de Tennistes Professionals	Asocio de Tenisaj Profesiuloj
Beinac	Beynac
Departament de Lempira	Lempira
Feliciano Alberto Viera Borges	Feliciano Viera
Íole	Iolo
Archosargus probatocephalus	Ŝafkapa sargo
Loix	Loix
Saldus	Saldus
Nieulle-sur-Seudre	Nieulle-sur-Seudre
Hospitality Club	Hospitality Club
Joik	Jojko
Municipis de Campeche	Listo de komunumoj en Campeche
Pillemoine	Pillemoine
Neoromànic	Novromaniko
Dia de la marmota	Marmota tago
Otročok	Otročok
Biblioteca de Cels	Biblioteko de Efeso
Italo disco	Italo-disko
Catedral de Santa Maria de Burgos	Katedralo de Burgoso
Kansas City Royals	Kansas City Royals
Les aventures de Tintín	Tinĉjo
Basílica de Sant Apol·linar in Classe	Baziliko de Sankta Apolinaro
Complex militar-industrial	Armea-industria komplekso
Assus	Assos
Província de Zamora-Chinchipe	Zamora-Chinchipe
Cachaça	Kaŝaso
Fuji Television	Fuji Television
Liptovská Sielnica	Liptovská Sielnica
Accident aeri	Katastrofoj ĉe aviado
Geranospiza caerulescens	Geranospizo
Àlgebra associativa	Asocieca algebro
Magnavox Odyssey	Odyssey 1TL200
NGC 6934	NGC 6934
Waalwijk	Waalwijk
NGC 7006	NGC 7006
Suchá nad Parnou	Suchá nad Parnou
Hodòmetre	Hodometro
St. Joseph (Missouri)	Sankta Jozefo (Misurio)
Vi d'Alsàcia	Alsace (vino)
Fouras	Fouras
Pingüí de Schlegel	Ŝlegela pingveno
Flushing Meadows – Corona Park	Flushing Meadows–Corona Park
Fafnir	Fafnir
Farcida	Farĉo
Bimetal·lisme	Dumetalismo
Equació de Clausius-Clapeyron	Ekvacio de Clausius-Clapeyron
Catedral d'Estrasburg	Katedralo Notre-Dame de Strasburgo
Wilkes-Barre	Wilkes-Barre
Chanceaux-sur-Choisille	Chanceaux-sur-Choisille
Segregació religiosa	Religia segregacio
Terra de Marie Byrd	Lando de Marie Byrd
Paradoxa de Condorcet	Balotada paradokso
Àmbit	Tonamplekso
Edat d'or de l'islam	Islama Orepoko
Antena yagi	Yagi-Uda-anteno
Jablonov nad Turňou	Jablonov nad Turňou
Cooperativa de crèdit	Kredita Unio
Batedor	Prentabulo
Tomášovce (Lučenec)	Tomášovce (distrikto Lučenec)
Embassament de Kúibixev	Kujbiŝeva Rezervujo
Christ Church College	Christ Church (Oksfordo)
Sihelné	Sihelné
Metro de Lisboa	Metroo de Lisbono
Boortmeerbeek	Boortmeerbeek
Cloaca Maxima	Cloaca Maxima
Pacov	Pacov
L'Osservatore Romano	L'Osservatore Romano
Vyšné Ružbachy	Vyšné Ružbachy
Medaller dels Jocs Olímpics d'hivern de 1956	Medaltabelo de la Vintra Olimpiko 1956
Els Columbrets	Insuloj Kolumbretoj
Listèria	Listeria
Preikestolen	Preikestolen
P versus NP	Demando P = NP
Dragonlance	Dragonlance
Funció constant	Konstanta funkcio
Llac Seliger	Seliger
Cistothorus platensis	Mallongbeka cistotoro
Casa Vicens	Domo Vicens
Passer pyrrhonotus	Ĝangala pasero
Indústria musical	Muzikeldonejo
(9629) Servet	9629 Servet
Phalcoboenus	Falkoboenoj
Esfínter	Sfinktero
Merops albicollis	Blankgorĝa abelmanĝulo
Emirat de Bukharà	Buĥara emirlando
Diadema	Diademo
Chuquicamata	Chuquicamata
Gran Sèrbia	Granda Serbio
Polla blava d'Allen	Malgranda porfirio
Oud-Heverlee	Oud-Heverlee
Cementiri de Montmartre	Tombejo de Montmartre
Malé Trakany	Malé Trakany
Cuculus	Kukoloj
Astara	Astara
Regatge gota a gota	Gutiga irigacio
Plegadis chihi	Blankabrida ibiso
Ricercare	Riĉerkaro
Rovuma	Ruvumo (rivero)
Parcs nacionals de Suècia	Naciaj parkoj de Svedujo
Malazgirt	Malazgirt
East Rutherford (Nova Jersey)	East Rutherford (Nov-Ĵerzejo)
Kwanzaa	Kvanzao
Funció algebraica	Algebra funkcio
Rudno	Rudno
Copa del Món de futbol sub-20 de 2011	Futbala Mondpokalo de Sub-20-jaruloj 2011
Braman	Brahmano
Sent Cibran	Saint-Cyprien (Corrèze)
Procés de romanització	Romanigo
Los Bilanges	Les Billanges
Belá (Žilina)	Belá (distrikto Žilina)
Štrkovec	Štrkovec (distrikto Rimavská Sobota)
Gall fer tibetà	Tibeta neĝokoko
Ombra orogràfica	Pluvombro
Oropesa	Oropesa
Protectorat de Betxuanalàndia	Beĉuanalando
Cantó de Sant Valier (Droma)	Kantono de Saint-Vallier
Gall de plana gros	Artemizia lagopo
Novel·la lleugera	Mangailustrita romano
Paleta d'obrar	Trulo
Hero	Hero kaj Leandro
Pitó	Pitono (apartigilo)
Micrastur plumbeus	Plumba mikrasturo
Vers-en-Montagne	Vers-en-Montagne
Cyrix	Cyrix
Astèrida	Asteridoj
Dinastia Avís	Dinastio Aviso
Un americà a París (pel·lícula)	An American in Paris
Batalla d'Isandhlwana	Batalo apud Isandhlwana
Pi de l'Himàlaia	Valiĥ-pino
Enió	Enio
Còlit pàl·lid	Izabelenanto
Becaire	Bekvadrato
Asterisme (símbol)	Tristelo
Boissy-Saint-Léger	Boissy-Saint-Léger
Husák	Husák
Llista de municipis del Puèi Domat	Komunumoj de Puy-de-Dôme
Falcó fumat	Malhela falko
Boscaler fluvial	Rivera grilbirdo
Mormonisme	Mormonismo
Tadorna variegata	Varia tadorno
Gavina rosada	Rozmevo
Àguila de Verreaux	Veroksia aglo
Rallus limicola	Virginia ralo
Khangai	Ĥangaj
Demòcrates 66	Demokratoj 66
Westerveld	Westerveld
Districte de Sabinov	Distrikto Sabinov
Regió de Kigoma	Regiono Kigoma
Faralló	Klifinsuletoj
Astèrix gladiador	Asteriks gladiatoro
Bellingwedde	Bellingwedde
Polítop	Hiperpluredro
Fang vermell	Ruĝa ŝlimo
Falconet filipí	Filipina falketo
Bronckhorst	Bronckhorst
Fotja banyuda	Krestfuliko
Fotoreceptor	Lumsensilo
Masnières	Masnières
Castell-nedd Port Talbot	Neath Port Talbot
Nemea	Nemeo
HabCat	HabCat
Breziny	Breziny
Idmó	Idmono
Tinocòrid	Tinokoredoj
Ictèrid	Ikteredoj
Llebre del Cap	Kaboleporo
Papamosques fibi gris	Orienta febo
Eurobaròmetre	Eŭrobarometro
Rouvray (Costa d'Or)	Rouvray
Vireònid	Vireedoj
Llista de poblacions de l'Uruguai	Listo de urboj de Urugvajo
Districte de Sarandë	Distrikto Sarandë
Albatros reial	Sudreĝa albatroso
Predicció (teoria del senyal)	Prognozo
Abraçades gratuïtes	Kampanjo Senpagaj Brakumoj
Falcó berber	Nordafrika falko
Vlkas	Vlkas
Símbol de Legendre	Simbolo de Legendre
Falco rupicoloides	Blankokula turfalko
Balaklava	Balaklavo
NGC 1808	NGC 1808
Astèrix i els normands	Asteriks kaj la Normanoj
Gemerské Teplice	Gemerské Teplice
Muntanyes Khentii	Ĥentij
Caixó afroperuà	Frapskatolo
IJ (lletra)	IJ
Brehov	Brehov
Rinoceront de Dürer	Rinocero de Dürer
La Règle du jeu	La règle du jeu
Wafd	Vafd-Partio
Guan negre	Nigra jakuo
Guerra d'Indoxina	Unua Hindoĉina Milito
Oli de fetge de bacallà	Moruhepatoleo
Dilmun	Dilmun
Pi insigne	Kalifornia pino
Catedral de la Dormició	Katedralo de la Dormado
Malincourt	Malincourt
Polyplectron bicalcaratum	Griza pavofazano
Torre de guaita d'incendis	Fajroturo
Villereau (Nord)	Villereau (Nord)
Llicenciatura	Licencio
La Carlota	La Carlota
Implant de mama	Mam-enplantaĵo
Eufem (fill de Posidó)	Eŭfemo
Fredeluga esperonada	Dornoflugila vanelo
Perceneige	Perceneige
Silves	Silves (Portugalio)
Konark	Konarako
Castlebar	Castlebar
Nafud	Nefud
Festival Internacional de Cinema de Moscou	Moskva Internacia Kinofestivalo
Església de Suècia	Eklezio de Svedio
Tiara (barret)	Tiaro
Internet Society	Interreta Societo
Vallery	Vallery
Phalacrocorax fuscicollis	Hindia kormorano
Veľké Dvorany	Veľké Dvorany
Osteogènesi imperfecta	Osteogenesis imperfecta
Vrádište	Vrádište
Força nuclear	Nuklea forto
Ardanovce	Ardanovce
Pes específic	Specifa pezo
Iàsnaia Poliana	Jasnaja Polana
Conca estructural	Baseno (geografio)
Ocell del paradís de Raggi	Kumulbirdo
Vena jugular	Jugola vejno
Bistec tàrtar	Tatara viandaĵo
Retrocés	Reagoforto
Bases antàrtiques permanents	Esploraj stacioj en Antarkto
Nanisme insular	Insula naneco
Uhrovec	Uhrovec
Pica-soques roquer	Roka sito
Cucal del Senegal	Senegala centropo
Llengües tais	Taja lingvaro
Esponja de Menger	Spongo de Menger
Xantorreàcia	Ksantoroeacoj
Cérvol de Schomburgk	Ŝomburga cervo
Torreorgaz	Torreorgaz
Parcey	Parcey
Pool Malebo	Larĝiĝo Malebo
Tortoreta cuallarga	Plorturto
Partit dels Comunistes de la República de Moldàvia	Partio de Komunistoj de la Respubliko Moldavio
Grisalla	Grizajlo
Deir al-Madinah	Deir el-Medina
Thoré-la-Rochette	Thoré-la-Rochette
Modulació (música)	Modulado (muziko)
Crazannes	Crazannes
Piazza dei Miracoli	Placo de la Mirakloj
Monestir de Guadalupe	Monaĥejo de Guadalupe
Parc Nacional de la Chapada dos Veadeiros	Chapada dos Veadeiros
Dracy-lès-Couches	Dracy-lès-Couches
Zombilation – The Greatest Cuts	Zombilation - The Greatest Cuts
Lumen Gentium	Lumen Gentium
Biblioteca Nacional d'Espanya	Nacia Librejo de Hispanio
Senica	Senica
Stropkov	Stropkov
Districte de Bratislava IV	Distrikto Bratislavo 4
Districte de Bratislava III	Distrikto Bratislavo 3
Topoľčany	Topoľčany
PARC (empresa)	Xerox PARC
Diferencial d'una funció	Diferencialo
Districte de Bratislava V	Distrikto Bratislavo 5
Governació de Madaba	Madabo
Bicicleta reclinada	Kuŝbiciklo
Saint-Romain-de-Benet	Saint-Romain-de-Benet
Portuguès brasiler	Brazila portugala
Vila Real de Santo António	Vila Real de Santo António
Piteu (rei)	Piteo
NGC 595	NGC 595
Metralla	Ŝrapnelo
Hiat	Hiato
Christen-Democratisch en Vlaams	Christen-Democratisch en Vlaams
Illa de Malpelo	Insulo Malpelo
Sliedrecht	Sliedrecht
Ferwerderadiel	Ferwerderadiel
Història de Guinea Equatorial	Historio de Ekvatora Gvineo
Pawnee (grup humà)	Paŭnioj
Sogorb	Segorbe
Tierra de Barros	Tierra de Barros
Enciclopèdia Hebraica	Hebrea enciklopedio
Congregació del Santíssim Redemptor	Redemptoristoj
Cimera de la Terra (1992)	Pintkonferenco pri la Tero
Trifori	Triforio
La tomba de Virgili	La tombo de Vergilio
Cor salvatge	Wild at Heart (filmo)
Sanaag	Sanaag
Conveni Internacional de l'Opi	Internacia opikonvencio
Suites franceses	Francaj suitoj
Calendari asteca	Azteka kalendaro
Wahagnies	Wahagnies
Eleccions legislatives gregues de juny de 2012	Parlamenta baloto en Grekio la 17-an de junio 2012
Horovce (Košice)	Horovce (distrikto Michalovce)
Villecresnes	Villecresnes
Pacy-sur-Armançon	Pacy-sur-Armançon
Dormelles	Dormelles
Illes de la Badia	Islas de la Bahía
Congelació d'aliments	Frostigita manĝaĵo
Mel de melada	Mielroso
Matha	Matha
Carretera europea E01	Eŭropa ŝoseo 1
Cloïssa gegant	Tridakno
Yrouerre	Yrouerre
Termidor	Termidoro
Château	Kastelo
Manuelí	Manuelisma stilo
Viola de mà	Vihuelao
Caucus	Caucus
Heian-kyo	Heian-kyo
Virus d'ARN	(-)ve ĉensenca ssRNA Viruso
The Rocky Horror Picture Show	Rocky Horror Picture Show
Els Verds/Aliança Lliure Europea	Frakcio de la Verduloj kaj Eŭropa Libera Alianco
Téssera	Ĵetono
Cuina d'inducció	Indukta kuirplato
Sent Circ de la Pòpia	Saint-Cirq-Lapopie
Pol d'inaccessibilitat	Poluso de neatingebleco
Tribunal militar	Militkortumo
Sistema de Dades Astrofísiques	Astrophysics Data System
Aigua de superfície	Surfacakvo
Tulcán	Tulcán
Machelen	Machelen
Camas	Camas
Musclo zebrat	Zebra mitulo
Llista de municipis dels Països Baixos	Komunumoj en Nederlando
Reserva de la Biosfera de Río Plátano	Biosfera rezervejo Río Plátano
Parc Nacional de les Emas	Nacia Parko Emas
Partit Socialista Búlgar	Bulgara Socialisma Partio
Almagro (Castella-La Manxa)	Almagro (Hispanio)
Tiergarten Schönbrunn	Viena Bestoĝardeno
Aletes de busseig	Naĝilo (artefarita)
Església del Peregrinatge de Sant Joan de Nepomuk	Preĝejo sankta Johano Nepomuka (Žďár nad Sázavou)
Mahō shōjo	Maho-ŝoĝo
Passacaglia	Pasakaljo
The Advocate	The Advocate
Galàxia anular	Ringa galaksio
Bungarus	Bungaro
Pornic	Pornic
Automotor	Dizela lokomotiva vagono
Fredeluga índia	Ruĝbeka vanelo
País menys desenvolupat	Malplej evoluigitaj landoj
Cannondale-Garmin	Biciklista teamo Slipstream
Uombat comú	Kutima vombato
Saint-Brevin-les-Pins	Saint-Brevin-les-Pins
Ànec arbori de bec roig	Nigraventra arbanaso
Àguila audaç	Kojnvosta aglo
