Africa	Afriko
1983 Bok	1983 Bok
Ecclesia Cathedralis Mutinensis	Katedralo de Modeno
1989 Tatry	1989 Tatry
1971 Hagihara	1971 Hagihara
1988 Delores	1988 Delores
Illyricum	Iliriko
Quattuor magnae mythistoriae classicae	Kvar famaj klasikaj romanoj
Mattum stulti	Stultula mato
3354 McNair	3354 McNair
Tusculum	Tusculum
7103 Wichmann	7103 Wichmann
Inari	Inari (komunumo)
Renascentia litterarum saeculi 12	Renesanco de la 12-a jarcento
Dikarya	Dikarya
Mellieħa	Mellieħa
Rožňava (circulus)	Distrikto Rožňava
Spišská Nová Ves (circulus)	Distrikto Spišská Nová Ves
Apidae	Abeledoj
Papilionoidea	Papilionoidea
Devotio moderna	Devotio Moderna
Lipova	Lipova
Epuries (circulus)	Distrikto Prešov
Carpona (circulus)	Distrikto Krupina
Dunajská Streda (circulus)	Distrikto Dunajská Streda
Martin (circulus)	Distrikto Martin
Deambulatorium	Ĥorĉirkaŭirejo
Regina Caeli	Regina Coeli
Potlatch	Potlaĉo
Pugilatio (Graeci antiqui)	Antikva greka boksado
Tvrdošín (circulus)	Distrikto Tvrdošín
Militia Calatravae	Ordeno de Kalatrava
Centrum Foederale Technicae Educationis Celso Suckow da Fonseca	Centro Federal de Educação Tecnológica Celso Suckow da Fonseca
1640 Nemo	1640 Nemo
Tepalum	Tepalo
Militia Sancti Iacobi	Ordeno de Santiago
1976 Kaverin	1976 Kaverin
Giovanna d'Arco (opus lyricum)	Giovanna d'Arco
1024 Hale	1024 Hale
Anas superciliosa	Pacifika brovanaso
Dies mundi pro exsulibus	Monda Tago de Rifuĝinto
Praesidium limitare	Limpasejo
Castrum Laureanae	Lovran
1975 Pikelner	1975 Pikelner
1973 Colocolo	1973 Colocolo
1977 Shura	1977 Shura
1994 Shane	1994 Shane
1978 Patrice	1978 Patrice
7105 Yousyozan	7105 Yousyozan
7107 Peiser	7107 Peiser
7109 Heine	7109 Heine
7112 Ghislaine	7112 Ghislaine
7119 Hiera	7119 Hiero
7124 Glinos	7124 Glinos
7128 Misawa	7128 Misawa
7133 Kasahara	7133 Kasahara
7142 Spinoza	7142 Spinoza
Auerbach	Auerbach
Schnega	Schnega
Samuel Ampzing	Samuel Ampzing
Ordo palmarum academicarum	Palmordeno (Francio)
Callaeas cinereus	Kokako
9554 Dumont	9554 Dumont
5133 Phillipadams	5133 Phillipadams
Universitas Georgiae	Universitato de Georgio
Nitria (circulus)	Distrikto Nitra
7146 Konradin	7146 Konradin
3705 Hotellasilla	3705 Hotellasilla
2850 Mozhaiskij	2850 Mozhaiskij
Yvoire	Yvoire
Thairé	Thairé
8163 Ishizaki	8163 Ishizaki
Matheus Cheriankunnel	Mathew Cheriankunnel
3612 Peale	3612 Peale
5275 Zdislava	5275 Zdislava
Evangelium Petri	Evangelio laŭ Petro
9718 Gerbefremov	9718 Gerbefremov
2718 Handley	2718 Handley
7858 Bolotov	7858 Bolotov
8678 Bäl	8678 Bäl
3778 Regge	3778 Regge
Aubencheul-au-Bac	Aubencheul-au-Bac
3845 Neyachenko	3845 Neyachenko
3598 Saucier	3598 Saucier
2050 Francis	2050 Francis
Kysucké Nové Mesto (circulus)	Distrikto Kysucké Nové Mesto
Penguily	Penguily
5948 Longo	5948 Longo
Neuville-en-Avesnois	Neuville-en-Avesnois
8700 Gevaert	8700 Gevaert
9639 Scherer	9639 Scherer
4756 Asaramas	4756 Asaramaso
2361 Gogol	2361 Gogol
3610 Decampos	3610 Decampos
Garganus mons	Gargano
4961 Timherder	4961 Timherder
2105 Gudy	2105 Gudy
Pervigilium Veneris	Pervigilium Veneris
Universitas Masarykiana Brunensis	Masaryk-Universitato
8942 Takagi	8942 Takagi
Hallex	Halukso
2954 Delsemme	2954 Delsemme
3479 Malaparte	3479 Malaparte
4937 Lintott	4937 Lintott
2394 Nadeev	2394 Nadeev
Lazarenus effectus	Lazara taksono
9617 Grahamchapman	9617 Grahamchapman
2508 Alupka	2508 Alupko
5415 Lyanzuridi	5415 Lyanzuridi
Prémanon	Prémanon
5105 Westerhout	5105 Westerhout
8541 Schalkenmehren	8541 Schalkenmehren
Centre-du-Québec	Centro-de-Kebekio
5817 Robertfrazer	5817 Robertfrazer
7970 Lichtenberg	7970 Lichtenberg
5677 Aberdonia	5677 Aberdonio
9108 Toruyusa	9108 Toruyusa
Michael Žarov	Miĥail Ĵarov
8696 Kjeriksson	8696 Kjeriksson
Statistisches Bundesamt	Statistisches Bundesamt (Germanio)
Burgus Sancti Edmundi	Bury St Edmunds
Acta Pauli	Agoj de Paŭlo
9971 Ishihara	9971 Ishihara
5403 Takachiho	5403 Takaĉiho
8703 Nakanotadao	8703 Nakanotadao
9542 Eryan	9542 Eryan
Leonidas Brežnev	Leonid Breĵnev
9016 Henrymoore	9016 Henrymoore
5385 Kamenka	5385 Kamenko
5665 Begemann	5665 Begemann
Ligny-en-Cambrésis	Ligny-en-Cambrésis
7198 Montelupo	7198 Montelupo
5291 Yuuko	5291 Juuko
7311 Hildehan	7311 Hildehan
5213 Takahashi	5213 Takahashi
Apparatus stereophonicus	Stereoinstalaĵo
Organista	Orgenisto
8431 Haseda	8431 Haseda
Catillon-sur-Sambre	Catillon-sur-Sambre
5899 Jedicke	5899 Jedicke
8056 Tieck	8056 Tieck
8158 Herder	8158 Herder
7851 Azumino	7851 Azumino
5734 Noguchi	5734 Noguchi
5251 Bradwood	5251 Bradwood
3227 Hasegawa	3227 Hasegawa
8984 Derevyanko	8984 Derevyanko
8277 Machu-Picchu	8277 Maĉupikĉuo
2964 Jaschek	2964 Jaschek
4839 Daisetsuzan	4839 Dajsecuzano
Okinawa (praefectura)	Gubernio Okinavo
8147 Colemanhawkins	8147 Colemanhawkins
Saint-Victurnien	Saint-Victurnien
3514 Hooke	3514 Hooke
Columbia (discretiva)	Kolumbio
3814 Hoshi-no-mura	3814 Hoŝi-no-muro
Iehovah	Biblia Javeo
Vicipaedia Africana	Afrikanslingva Vikipedio
2531 Cambridge	2531 Kembriĝo
Acta Thomae	Agoj de Tomaso
Augustus Pavie	Auguste Pavie
8593 Angustirostris	8593 Angustirostris
Universitas Cantabriae	Universitato de Kantabrio
7629 Foros	7629 Foroso
Champvans (Iura)	Champvans (Jura)
2131 Mayall	2131 Mayall
4773 Hayakawa	4773 Hayakawa
2216 Kerch	2216 Kerĉo
8939 Onodajunjiro	8939 Onodajunjiro
8868 Hjorter	8868 Hjorter
Néoux	Néoux
8597 Sandvicensis	8597 Sandvicensis
7363 Esquibel	7363 Esquibel
Caravela	Caravela
5904 Württemberg	5904 Wirtembergo
7394 Xanthomalitia	7394 Xanthomalitia
Nisyros	Nisiros
2605 Sahade	2605 Sahade
8809 Roversimonaco	8809 Roversimonaco
5160 Camoes	5160 Camoes
Simonésia	Simonésia
9056 Piskunov	9056 Piskunov
3152 Jones	3152 Jones
7490 Babička	7490 Babička
Bouresse	Bouresse
Tavaux	Tavaux
8632 Egleston	8632 Egleston
Brigantia (Lusitania)	Bragança
Púchov (circulus)	Distrikto Púchov
8534 Knutsson	8534 Knutsson
9766 Bradbury	9766 Bradbury
5570 Kirsan	5570 Kirsano
Programma	Programo
9334 Moesta	9334 Moesta
2280 Kunikov	2280 Kunikov
4922 Leshin	4922 Leshin
7647 Etrépigny	7647 Étrépigny
5382 McKay	5382 McKay
3110 Wagman	3110 Wagman
Grande-Synthe	Grande-Synthe
2871 Schober	2871 Schober
9688 Goudsmit	9688 Goudsmit
Dioecesis Monasteriensis	Episkopujo Monastero
5863 Tara	5863 Taro
5270 Kakabadze	5270 Kakabadze
2467 Kollontai	2467 Kollontai
Boringia	Bornholm
5524 Lecacheux	5524 Lecacheux
7351 Yoshidamichi	7351 Yoshidamichi
2406 Orelskaya	2406 Orelskaya
Hénanbihen	Hénanbihen
Iacobus Whitcomb Riley	James Whitcomb Riley
3587 Descartes	3587 Descartes
7326 Tedbunch	7326 Tedbunch
5034 Joeharrington	5034 Joeharrington
Universitas Duacensis	Universitato de Douai
9922 Catcheller	9922 Catcheller
Scientia ad historiam scribendam pertinens	Helpaj historiaj sciencoj
Brevans	Brevans
7788 Tsukuba	7788 Tsukuba
Ioannes Aurispa	Giovanni Aurispa
7931 Kristianpedersen	7931 Kristianpedersen
2433 Sootiyo	2433 Sootiyo
3216 Harrington	3216 Harrington
Fontaine-Notre-Dame (Septentrio)	Fontaine-Notre-Dame (Nord)
2286 Fesenkov	2286 Fesenkov
3307 Athabasca	3307 Athabasca
Kati	Kati
3536 Schleicher	3536 Schleicher
9240 Nassau	9240 Nassau
5474 Gingasen	5474 Gingaseno
8057 Hofmannsthal	8057 Hofmannsthal
9611 Anouck	9611 Anouck
Scarabaeus	Skarabo
Auren	Ourém
3154 Grant	3154 Grant
8187 Akiramisawa	8187 Akiramisawa
Felicitas Carthaginensis	Perpetua kaj Feliĉita
Chaussenans	Chaussenans
7595 Växjö	7595 Växjö
7945 Kreisau	7945 Kreisau
5192 Yabuki	5192 Yabuki
9758 Dainty	9758 Dainty
7995 Khvorostovsky	7995 Khvorostovsky
Vires armatae	Armitaj fortoj
Chersonesus Cnidia	Duoninsulo Datça
8279 Cuzco	8279 Kusko
5302 Romanoserra	5302 Romanoserra
Gilbertus White	Gilbert White
2864 Soderblom	2864 Soderblom
Index Mangarum	Listo de mangaoj
7501 Farra	7501 Farra
Itatyba	Itatiba
Matrica	Százhalombatta
Tuomo Pekkanen	Tuomo Pekkanen
Aeroportus Internationalis Da Nang	Flughaveno Da Nang
8930 Kubota	8930 Kubota
7408 Yoshihide	7408 Yoshihide
5717 Damir	5717 Damir
Rainsars	Rainsars
5445 Williwaw	5445 Vilivavo
Maximus van der Stoel	Max van der Stoel
2150 Nyctimene	2150 Niktimeno
Sidney Lanier	Sidney Lanier
2556 Louise	2556 Louise
4647 Syuji	4647 Sjuĝio
Plasne	Plasne
Maresches	Maresches
2855 Bastian	2855 Bastian
Antoninus Florentinus	Antonino de Florenco
9260 Edwardolson	9260 Edwardolson
Venetia (California)	Venice (Los-Anĝeleso)
3101 Goldberger	3101 Goldberger
Ousta (flumen)	Oust (rivero)
2121 Sevastopol	2121 Sevastopol
5208 Royer	5208 Royer
9399 Pesch	9399 Pesch
3998 Tezuka	3998 Tezuka
5858 Borovitskia	5858 Borovickio
Voyage au bout de la nuit	Vojaĝo ĝis noktofino
Aurachtal	Aurachtal
5851 Inagawa	5851 Inagavo
8328 Uyttenhove	8328 Uyttenhove
7817 Zibiturtle	7817 Zibiturtle
9813 Rozgaj	9813 Rozgaj
Chromatius (episcopus Aquileiensis)	Kromacio el Aquileia
Convectrum solare	Sunpanelo
4770 Lane	4770 Lane
9831 Simongreen	9831 Simongreen
9418 Mayumi	9418 Mayumi
3620 Platonov	3620 Platonov
Paschalis Malipiero	Pasquale Malipiero
3839 Bogaevskij	3839 Bogaevskij
Hypsipyle (mythologia)	Hipsipilo
7446 Hadrianus	7446 Hadriano
5393 Goldstein	5393 Goldstein
Tirnava (circulus)	Distrikto Trnava
Saria	Saria
8297 Gérardfaure	8297 Gérardfaure
7266 Trefftz	7266 Trefftz
7486 Hamabe	7486 Hamabe
8244 Mikolaichuk	8244 Mikolaichuk
Cupido	Avido
Zlaté Moravce (circulus)	Distrikto Zlaté Moravce
4662 Runk	4662 Runk
Acta Iohannis	Agoj de Sankta Johano la Evangeliisto
Semele	Semela
Rainans	Rainans
3719 Karamzin	3719 Karamzin
8064 Lisitsa	8064 Lisitsa
Saint-Philbert-du-Peuple	Saint-Philbert-du-Peuple
9880 Stegosaurus	9880 Stegosaurus
5650 Mochihito-o	5650 Mochihito-o
Fagraea	Fagrao
8691 Etsuko	8691 Etsuko
9472 Bruges	9472 Bruges
Vimbodí i Poblet	Vimbodí
9448 Donaldavies	9448 Donaldavies
3832 Shapiro	3832 Shapiro
4816 Connelly	4816 Connelly
Sacrosanctum Concilium	Sacrosanctum Concilium
9815 Mariakirch	9815 Mariakirch
Memela	Klaipėda
3930 Vasilev	3930 Vasilev
5067 Occidental	5067 Okcidentalo
9555 Frejakocha	9555 Frejakocha
2816 Pien	2816 Pien
3694 Sharon	3694 Sharon
8887 Scheeres	8887 Scheeres
7217 Dacke	7217 Dacke
Ioannes Vicecomes	Giovanni Visconti
9502 Gaimar	9502 Gaimar
3810 Aoraki	3810 Aorakio
Leua (circulus)	Distrikto Levice
3115 Baily	3115 Baily
2472 Bradman	2472 Bradman
2274 Ehrsson	2274 Ehrsson
5011 Ptah	5011 Ptaho
3515 Jindra	3515 Jindra
4782 Gembloux	4782 Ĵembluo
5300 Sats	5300 Sats
3389 Sinzot	3389 Sinzot
Chemilly-sur-Serein	Chemilly-sur-Serein
Stropkov (circulus)	Distrikto Stropkov
3347 Konstantin	3347 Konstantin
5502 Brashear	5502 Brashear
3176 Paolicchi	3176 Paolicchi
Aziacum (Vigenna Superior)	Azat-le-Ris
Flacourtiaceae	Flakurtiacoj
7134 Ikeuchisatoru	7134 Ikeuchisatoru
Auschwitz	Oświęcim (apartigilo)
8555 Mirimao	8555 Mirimao
8261 Ceciliejulie	8261 Ceciliejulie
5055 Opekushin	5055 Opekushin
2453 Wabash	2453 Wabash
3662 Dezhnev	3662 Dezhnev
Vaux-sur-Poligny	Vaux-sur-Poligny
8447 Cornejo	8447 Cornejo
9690 Houtgast	9690 Houtgast
Tanagra	Tanagra
5992 Nittler	5992 Nittler
9768 Stephenmaran	9768 Stephenmaran
Pont-et-Massène	Pont-et-Massène
7468 Anfimov	7468 Anfimov
3069 Heyrovský	3069 Heyrovský
Peyrat-le-Château	Peyrat-le-Château
3410 Vereshchagin	3410 Vereshchagin
5058 Tarrega	5058 Tarrega
3720 Hokkaido	3720 Hokajdo
2462 Nehalennia	2462 Nehalenio
7912 Lapovok	7912 Lapovok
7403 Choustník	7403 Choustník
7580 Schwabhausen	7580 Schwabhausen
3874 Stuart	3874 Stuarto
Mundus Musulmanus	Islama mondo
Avesnelles	Avesnelles
8387 Fujimori	8387 Fujimori
4976 Choukyongchol	4976 Choukyongchol
5203 Pavarotti	5203 Pavarotti
2953 Vysheslavia	2953 Vysheslavia
Gulielmus Wilson	William Wilson (naĝado)
3162 Nostalgia	3162 Nostalgia
8726 Masamotonasu	8726 Masamotonasu
Alexander Carmelus Ruffinoni	Alessandro Carmelo Ruffinoni
8373 Stephengould	8373 Stephengould
Byssus	Bisino
3950 Yoshida	3950 Yoshida
Turny	Turny
8764 Gallinago	8764 Gallinago
9866 Kanaimitsuo	9866 Kanaimitsuo
Translationes Harrii Potteri	Tradukoj de Harry Potter
3735 Třeboň	3735 Tĵrebonjo
Datatio	Datadmetodo
Factio restititutionis communisticae	Partio de la Komunisma Refondiĝo
9132 Walteranderson	9132 Walteranderson
Austin (autocinetum)	Austin (kompanio)
9123 Yoshiko	9123 Yoshiko
7287 Yokokurayama	7287 Yokokurayama
3369 Freuchen	3369 Freuchen
5417 Solovaya	5417 Solovaya
Amange	Amange
2086 Newell	2086 Newell
8270 Winslow	8270 Winslow
5791 Comello	5791 Comello
7614 Masatomi	7614 Masatomi
Ghissignies	Ghissignies
3183 Franzkaiser	3183 Franzkaiser
5643 Roques	5643 Roques
2788 Andenne	2788 Andenne
7242 Okyudo	7242 Okyudo
Lusiadae	La Luzidoj
Mont-sur-Monnet	Mont-sur-Monnet
4551 Cochran	4551 Cochran
9556 Gaywray	9556 Gaywray
Sergius Franchi	Sergio Franchi
2049 Grietje	2049 Grietje
8414 Atsuko	8414 Atsuko
5320 Lisbeth	5320 Lisbeto
Gyruum	Jarrow
1992 Galvarino	1992 Galvarino
3285 Ruth Wolfe	3285 Ruth Wolfe
5687 Yamamotoshinobu	5687 Yamamotoshinobu
Ipanema (Fodinae Generales)	Ipanema
Cheikh Hamidou Kane	Cheikh Hamidou Kane
9187 Walterkröll	9187 Walterkröll
GUI	Grafika uzantinterfaco
2888 Hodgson	2888 Hodgson
Sorviodunum	Old Sarum
Subirats	Subirats
Crustulum Fortunae	Fortuno-biskvito
9423 Abt	9423 Abt
2575 Bulgaria	2575 Bulgario
Rex Romanorum	Reĝo de la romanoj
4648 Tirion	4648 Tirion
3948 Bohr	3948 Bohr
2725 David Bender	2725 David Bender
9829 Murillo	9829 Murillo
Castrum Audreni	Châtelaudren
Bracknell	Bracknell
5642 Bobbywilliams	5642 Bobbywilliams
4663 Falta	4663 Falta
Villieu-Loyes-Mollon	Villieu-Loyes-Mollon
9376 Thionville	9376 Thionville
Colleret	Colleret
Saint-Porchaire	Saint-Porchaire
3940 Larion	3940 Lariono
Administratio temporanea Rei Publicae Francicae	Provizora registaro de la Franca Respubliko
7420 Buffon	7420 Buffon
9704 Georgebeekman	9704 Georgebeekman
8860 Rohloff	8860 Rohloff
Universitas Nationalis Platensis	Nacia Universitato La Plata
2022 West	2022 West
2400 Derevskaya	2400 Derevskaya
9272 Liseleje	9272 Liseleje
4635 Rimbaud	4635 Rimbaud
Brezno (circulus)	Distrikto Brezno
MTV	MTV
7511 Patcassen	7511 Patcassen
Veuxhaulles-sur-Aube	Veuxhaulles-sur-Aube
Nernier	Nernier
Liber Precum Publicarum	Book of Common Prayer
9208 Takanotoshi	9208 Takanotoshi
5419 Benua	5419 Benua
The American Language	The American Language
4619 Polyakhova	4619 Polyakhova
2458 Veniakaverin	2458 Veniakaverin
2730 Barks	2730 Barks
9960 Sekine	9960 Sekine
Opéra comique	Franca komika opero
8590 Pygargus	8590 Pygargus
3649 Guillermina	3649 Guillermina
5976 Kalatajean	5976 Kalatajean
Gerardus Vossius	Gerhard Vossius
7549 Woodard	7549 Woodard
7736 Nizhnij Novgorod	7736 Nizhnij Novgorod
3572 Leogoldberg	3572 Leogoldberg
Via Postumia	Via Postumia
9662 Frankhubbard	9662 Frankhubbard
Dei Verbum	Dei Verbum
5260 Philvéron	5260 Philvéron
2630 Hermod	2630 Hermodo
8296 Miyama	8296 Miyama
Fliscornua	Arkokorno
Universitas Autonoma Matritensis	Aŭtonoma Universitato de Madrido
Saint-Privé (Icauna)	Saint-Privé (Yonne)
Pelagonius	Pelagonius
Categoria:Scriptores librorum puerilium	Kategorio:Verkistoj de porinfana literaturo
Ministerium Rerum Externarum Civitatum Foederatarum	Usona ministrejo por eksterlandaj aferoj
Barcino (discretiva)	Barcelona
Avrillé (Cenomannica et Liger)	Avrillé (Maine-et-Loire)
Bazinium (circulus)	Distrikto Pezinok
Bescanova	Baška (Kroatio)
Reges Belgarum	Listo de belgaj reĝoj
Bend Over and Pray the Lord	Bend Over And Pray The Lord
Varas	Huaraz
Abroñigal fluvius	Rojo Abroñigal
Comitatus Bihariensis (regio historica)	Bihar (historia departemento)
7141 Bettarini	7141 Bettarini
7145 Linzexu	7145 Linzexu
7147 Feijth	7147 Feijth
Praeses Consilii ministrorum Reipublicae Italicae	Ĉefministro de la Itala Respubliko
8116 Jeanperrin	8116 Jeanperrin
7157 Lofgren	7157 Lofgren
Collegium Girton (Cantabrigia)	Girton College (Kembriĝo)
Scaptopara (provincia)	Provinco Blagoevgrad
Balykcy	Balikĉi
Banda Bassotti	Banda Bassotti
Barbaria (Italia)	Barbagia
4893 Seitter	4893 Seitter
Bartholomaeus a Coleo	Bartolomeo Colleoni
Bartholomaeus da Carranza	Bartolomé Carranza
Bas-Saint-Laurent	Malsupra Sankt-Laŭrencio
Mythologia Vasconica	Eŭska mitologio
Bassianus Staffieri	Nino Staffieri
Batavia (navis)	Batavia (ŝipo)
Battery Park City	Battery Park City
Anzigi	Batekeoj
Shinto	Ŝintoismo
Cubus	Kubo (geometrio)
Quadraginta et duo	42 (nombro)
Kojiki	Koĝiki
Beaucouzé	Beaucouzé
Nihon Shoki	Nihon Ŝoki
Participium	Participo
Obsidio Acconis (1189-1191)	Sieĝo de Akko
Lapis runicus	Runŝtono
Democratia Christiana	Itala kristan-demokrata partio
Belfredus	Belfrido
Belgrano (Bonaëropolis)	Belgrano (Bonaero)
Bibliotheca Ambrosiana	Ambrozia librejo
La Ferté-Loupière	La Ferté-Loupière
Solidaritas	Solidaro
Anadasosis	Rearbarigo
Saint-Céneri-le-Gérei	Saint-Céneri-le-Gérei
Bellum omnium contra omnes	Bellum omnium contra omnes
Soubise (Carantonus Maritimus)	Soubise
Rapperia	Rapiro
Happy Feet Two	Happy Feet 2
Lostanges	Lostanges
Sarroux	Sarroux
Höfn	Höfn í Hornafirði
Gliese 581 b	Gliese 581 b
Bibliotheca (Apollodorus)	Mitologia biblioteko
Nigricolores	Nigrulo
Boxe pieds-poings	Boxe pieds-poings
Picarreau	Picarreau
Benedictus Hamon	Benoît Hamon
Berneuil (Carantonus Maritimus)	Berneuil (Charente-Maritime)
Codex Bezae	Manuskripto Beza
Monnet-la-Ville	Monnet-la-Ville
Sirod	Sirod
Montigny-sur-l'Ain	Montigny-sur-l'Ain
Les Nans	Les Nans
Le Vaudioux	Le Vaudioux
Le Pasquier	Le Pasquier
Le Larderet	Le Larderet
La Flotte	La Flotte
Saint-Alban-Leysse	Saint-Alban-Leysse
La Couarde-sur-Mer	La Couarde-sur-Mer
Emmendorf	Emmendorf
Seynod	Seynod
Dies Internationalis contra Homophobiam	Internacia Tago Kontraŭ Gejfobio kaj Transfobio
Les Portes-en-Ré	Les Portes-en-Ré
Cheilly-lès-Maranges	Cheilly-lès-Maranges
Salins-les-Bains	Salins-les-Bains
Lex	Leĝo (juro)
Givry (Arar et Liger)	Givry (Saône-et-Loire)
Proelium Varsoviense	Batalo de Varsovio (1920)
Media planities Hispanica	Hispana Centra Altebenaĵo
Tanlay	Tanlay
Lucerna (lampas)	Olelampo
Nueri	Nueroj
Neuvecelle	Neuvecelle
Parla	Parla (Madrido)
Frater Iacobus	Frat' Jakobo
NGC 6231	NGC 6231
Cursus Marathonius Bostoniensis	Bostona maratono
Bernardus Clesius	Bernardo Clesio
1995 Hajek	1995 Hajek
Auxilium humanitarium	Humanitara helpo
Verona (Bohemia)	Beroun
Vespera (liturgia)	Vespro
Poëtae metaphysici	Metafizikaj poetoj
Pseudepigraphia	Pseŭdoepigrafio
Tumbes	Tumpiurbo
Heracleidae	Heraklidoj
Chiliometrum	Kilometro
Aeroportus Mediolani-Linati	Flughaveno Milano Linate
Ritchie Boys	Ritchie Boys
Villeneuve-la-Guyard	Villeneuve-la-Guyard
Sabolium super Sartham	Sablé-sur-Sarthe
Surgères	Surgères
Aldealafuente	Aldealafuente
Intellegibilitas mutua	Reciproka komprenado
Ville-la-Grand	Ville-la-Grand
NGC 3184	NGC 3184
Margencel	Margencel
Messery	Messery
Callonetta	Ringanaso
Renascentia Harlemensis	Harlema renesanco
Saint-Gingolph (Sabaudia Superior)	Saint-Gingolph (Haute-Savoie)
Rhizobium	Rizobio
Eva	Eva
Historia Philippinarum	Historio de la Filipinoj
Iulius Maigret	Maigret
Poprad (circulus)	Distrikto Poprad
Sobrance (circulus)	Distrikto Sobrance
Cassovia I	Distrikto Košice 1
Stará Ľubovňa (circulus)	Distrikto Stará Ľubovňa
Presbyter	Presbitero
Tabulatum	Etaĝo
Sauðárkrókur	Sauðárkrókur
Saint-Georges-de-Didonne	Saint-Georges-de-Didonne
Silva Abscessorum	Bosque de los Ausentes
Propinquior tibi, mi Deus	Dio, pli apud vin
Préhy	Préhy
Paris-l'Hôpital	Paris-l'Hôpital
Crisius	Körös
Katholieke Universiteit Leuven	Katolika universitato de Loveno (Flandrio)
Pont-l'Abbé-d'Arnoult	Pont-l'Abbé-d'Arnoult
Orry-la-Ville	Orry-la-Ville
Nazaraeus	Nazireato
Palatium Pacis	Palaco de Paco
Bono	Bono Vox
7968 Elst-Pizarro	133P/Elst-Pizarro
2009 Voloshina	2009 Voloshina
Herrischried	Herrischried
Nuptiarum praeceptum Theophanus imperatricis	Geedziĝdokumento de imperiestrino Teofano
3351 Smith	3351 Smith
3353 Jarvis	3353 Jarvis
Schluchsee (commune)	Schluchsee
Alesia	Arkeologia loko de Alesia
Via Regia	Reĝa Vojo
Čadca (circulus)	Distrikto Čadca
Banská Štiavnica (circulus)	Distrikto Banská Štiavnica
Galanta (circulus)	Distrikto Galanta
Rimavská Sobota (circulus)	Distrikto Rimavská Sobota
Žiar nad Hronom (circulus)	Distrikto Žiar nad Hronom
Solna (circulus)	Distrikto Žilina
Lutetia (circulus Slovaciae)	Distrikto Lučenec
Eurus	Eŭro (mitologio)
Tzatzicium	Tsatsiki
2117 Danmark	2117 Danio
2153 Akiyama	2153 Akiyama
Salinae (Transsilvania)	Ocna Mureș
Impressionismus musicus	Impresionisma muziko
Universitas Havanae	Universitato de Havano
Caput Cistae	Primošten
Villebois-Lavalette	Villebois-Lavalette
Facultas laborandi	Laborforto
Iurata	Ĵurio
Typothetica	Kompostado
Bánovce nad Bebravou (circulus)	Distrikto Bánovce nad Bebravou
Piešťany (circulus)	Distrikto Piešťany
Partizánske (circulus)	Distrikto Partizánske
Vranov nad Topľou (circulus)	Distrikto Vranov nad Topľou
Leutsovia (circulus)	Distrikto Levoča
Medzilaborce (circulus)	Distrikto Medzilaborce
Snina (circulus)	Distrikto Snina
Považská Bystrica (circulus)	Distrikto Považská Bystrica
Skalica (circulus)	Distrikto Skalica
Humenné (circulus)	Distrikto Humenné
Tutiacum	Toucy
Lingua Theodisca alta media	Mezaltgermana lingvo
Novitiatus	Novicado
Nostra aetate	Nostra Aetate
Lingua auxiliaris internationalis	Internacia planlingvo
Ascain	Ascain
Villars-Saint-Georges	Villars-Saint-Georges
Villers-le-Lac	Villers-le-Lac
Museum Nationale Historiae Naturalis (Lutetia)	Nacia Muzeo de Natura Historio de Parizo
Saint-Denis-lès-Bourg	Saint-Denis-lès-Bourg
Vuillafans	Vuillafans
Iobeleus	Jubileo
Lavans-lès-Dole	Lavans-lès-Dole
Cisterna	Cisterno
Opus artis	Artverko
Montrond (Iura)	Montrond (Jura)
Hiers-Brouage	Hiers-Brouage
Elenchus	Sokrata metodo
Douvres-la-Délivrande	Douvres-la-Délivrande
Endometrium	Endometrio
Petromyzontidae	Petromizo
Perlacum	Prelog
NGC 2477	NGC 2477
Poleymieux-au-Mont-d'Or	Poleymieux-au-Mont-d'Or
Vallis Mauri	Valdemoro
Apis dorsata	Apis dorsata
Cize (Iura)	Cize (Jura)
Saint-Florentin (Icauna)	Saint-Florentin
Crociciacum	Le Croisic
Ica	Ica (urbo)
Saint-Valérien (Icauna)	Saint-Valérien (Yonne)
NGC 2438	NGC 2438
Struthioniformes	Strutoformaj birdoj
Pont-de-Vaux	Pont-de-Vaux
Cordylidae	Kordiledoj
Zaslavia	Zaslavo
Carduetum (Litora ad Mare)	Aucaleuc
Senatus Canadae	Senato de Kanado
Die verlorene Ehre der Katharina Blum	La perdita honoro de iu Katarino Blum'
Camera Deputatorum Reipublicae Italicae	Ĉambro de Deputitoj (Italio)
Rumilly (Sabaudia Superior)	Rumilly (Haute-Savoie)
Libertus	Libertino
Universitas Serdicensis	Sofia Universitato
Mercatoria	Handlová
Anulus nuptialis	Geedziĝa ringo
Masculismus	Masklismo
2073 Janáček	2073 Janáček
2470 Agematsu	2470 Agematsu
2123 Vltava	2123 Vltava
2141 Simferopol	2141 Simferopolo
2116 Mtskheta	2116 Mtskheta
2039 Payne-Gaposchkin	2039 Payne-Gaposchkin
Vicinonia	Vilaine
Senica (circulus)	Distrikto Senica
Oryzae sationes	Rizkampo
Ecclesiae occidentales	Okcidenta kristanismo
