Áfríkà	Afriko
Robert De Niro	Robert De Niro
Toshiro Mifune	Mifune Toshiro
Sérbíà àti Montenégrò	Serbujo kaj Montenegro
Thomas Mann	Thomas Mann
Baffin Bay	Bafina Golfo
Òmìnira	Sendependeco
José Saramago	José Saramago
Alexander Fleming	Alexander Fleming
Tom Cruise	Tom Cruise
Fáráò	Faraono
AK-47	AK-47
331	331
Methane	Metano
365	365
Núkléù átọ̀mù	Atomkerno
379	379
David Hume	David Hume
.fi	.fi
Luiz Inácio Lula da Silva	Luiz Inácio Lula da Silva
Robert Koch	Robert Koch
Pírámídì Nínlá ti Gísà	Piramido de Keopso
Sindh	Sindo
Central Intelligence Agency	CIA
.ae	.ae
.am	.am
.de	.de
.fr	.fr
Pópù Jòhánù Páúlù Èkínní	Johano Paŭlo la 1-a
Ife Ẹ̀yẹ Àgbáyé FIFA 2006	Futbala Mondpokalo 2006
Internet Movie Database	Interreta filma datumbazo
Cleveland	Klevlando
Samuel Beckett	Samuel Beckett
John Michael Talbot	John Michael Talbot
Akrotiri àti Dhekelia	Akrotiri kaj Dekelia
Klaus Ebner	Klaus Ebner
Francis Bacon	Francis Bacon
Melanésíà	Melanezio
.af	.af
100 (nọ́mbà)	100 (nombro)
.au	.au
ISO 4217	ISO 4217
Nicole Kidman	Nicole Kidman
Pierre Curie	Pierre Curie
United Nations Security Council	Konsilio de Sekureco de Unuiĝintaj Nacioj
.cz	.cz
.ag	.ag
Anígunpúpọ̀	Plurlatero
Thomas Hobbes	Thomas Hobbes
43 SK	-43
Ogun Gulf Pẹ́rsíà	Golfa Milito
Francisco Solano López	Francisco Solano López
Bloemfontein	Bloemfontein
.at	.at
Krómósómù	Kromosomo
T. S. Eliot	T. S. Eliot
Milwaukee, Wisconsin	Milvokio
Àwọn èdè Altaic	Altaja lingvaro
.us	.us
Natalie Portman	Natalie Portman
.es	.es
.gr	.gr
.pl	.pl
.uk	.uk
Ẹ̀bùn Nobel nínú Lítíréṣọ̀	Nobel-premio pri literaturo
Masiela Lusha	Masiela Lusha
Gregor Mendel	Johann Gregor Mendel
Akihito	Akihito
63 SK	-63
Herta Müller	Herta Müller
Paraíba	Paraibo
Ẹ̀bùn Nobel nínú Físíksì	Nobel-premio pri fiziko
31 SK	-31
Arthur Schopenhauer	Arthur Schopenhauer
.al	.al
.ar	.ar
Ẹ̀wádún 1840	1840-aj jaroj
Alexandre Dumas, bàbá	Alexandre Dumas (patro)
William Faulkner	William Faulkner
.az	.az
Àwọn òfin ìmúrìn Newton	Leĝoj de Newton pri movo
Romano Prodi	Romano Prodi
6663 Tatebayashi	6663 Tatebajaŝo
6532 Scarfe	6532 Scarfe
(6534) 1995 DT1	6534 Carriepeterson
6533 Giuseppina	6533 Giuseppina
6613 Williamcarl	6613 Williamcarl
6664 Tennyo	6664 Tennjo
Ẹ̀wádún 1880	1880-aj jaroj
Nukuʻalofa	Nukualofo
Prussia	Prusio
.cn	.cn
.ee	.ee
Ibà	Febro
4 SK	-4
Ẹ̀wádún 1890	1890-aj jaroj
.ao	.ao
.bg	.bg
12979 Evgalvasil'ev	12979 Evgalvasil'ev
100 SK	-100
Renminbi	Renminbio
Minas Gerais	Minas-Ĝerajso
.jp	.jp
.bd	.bd
.it	.it
8 SK	-8
Port of Spain	Portospeno
Bohemia	Bohemio (lando)
John Steinbeck	John Steinbeck
.in	.in
Richard Feynman	Richard Feynman
Recep Tayyip Erdoğan	Recep Tayyip Erdoğan
.ie	.ie
Ẹ̀wádún 1830	1830-aj jaroj
.dk	.dk
Pará	Parao
Gamal Abdel Nasser	Naser
.bb	.bb
Ptolemy 2k Philadelphus	Ptolemeo la 2-a
Ẹ̀wádún 1800	1800-aj jaroj
.ca	.ca
Ptolemy 3k Euergetes	Ptolemeo la 3-a
Antoine Lavoisier	Antoine Lavoisier
.co	.co
.ba	.ba
Penélope Cruz	Penélope Cruz
.ch	.ch
14 SK	-14
27 SK	-27
Gaza Strip	Gaza Sektoro
.be	.be
19 SK	-19
Jack Nicholson	Jack Nicholson
Mario Vargas Llosa	Mario Vargas Llosa
3 SK	-3
Stephen King	Stephen King
Radio Studio 54 Network	Radio Studio 54 Network
Ẹ̀wádún 1860	1860-aj jaroj
Ẹ̀wádún 1870	1870-aj jaroj
.by	.by
.fj	.fj
.cl	.cl
.br	.br
.is	.is
.lt	.lt
.bz	.bz
.cg	.cg
Ìhìnrere Lúkù	Evangelio laŭ Luko
.pt	.pt
58 SK	-58
2156 Kate	2156 Kate
2157 Ashbrook	2157 Ashbrook
.bh	.bh
.bt	.bt
52 SK	-52
Sylvester Stallone	Sylvester Stallone
Rio Grande do Sul	Suda Rio-Grando
Amazonas (ìpínlẹ̀ Brasil)	Amazonio (ŝtato)
6 SK	-6
34 SK	-34
Ceará	Cearao
Amapá	Amapao
59 SK	-59
57 SK	-57
Neanderthal	Neandertala homo
Òjò oníkíkan	Acida pluvo
Ẹ̀wádún 1810	1810-aj jaroj
William Butler Yeats	William Butler Yeats
Ìdìbòyàn	Voĉdono
David Gross	David Gross
Ìsọdipúpọ̀	Multipliko
Guinea Titun	Nov-Gvineo
Ìṣe àwọn Àpóstélì	Agoj de la Apostoloj
.md	.md
.ci	.ci
.an	.an
Orílẹ̀-èdè Olómìnira Áràbù Sàhráwì	Araba Demokratia Sahara Respubliko
.et	.et
.tv	.tv
.eg	.eg
5 SK	-5
23 SK	-23
.fm	.fm
Bahia	Bahio
.se	.se
.ax	.ax
.cy	.cy
.il	.il
Pervez Musharraf	Pervez Muŝaraf
.bo	.bo
.bs	.bs
Julia Roberts	Julia Roberts
John Wayne	John Wayne
Ìwo Orí ilẹ̀ Áfríkà	Korno de Afriko
Heath Ledger	Heath Ledger
Keith Ellison	Keith Ellison
Manifẹ́stò Kómúnístì	Manifesto de la Komunista Partio
Ẹ̀rọ Ìmúsáré Hádrónì Gbàngbà	Granda Koliziigilo de Hadronoj
.kz	.kz
.hu	.hu
Cristina Fernández de Kirchner	Cristina Fernández de Kirchner
.ua	.ua
.cd	.cd
.ge	.ge
.ai	.ai
.cm	.cm
Jennifer Lopez	Jennifer Lopez
Dilma Rousseff	Dilma Rousseff
Ìyọkúrò	Subtraho
65 SK	-65
Acre (ìpínlẹ̀)	Akro (Brazilo)
Sandra Bullock	Sandra Bullock
God Save the Queen	God Save the Queen
Knut Hamsun	Knut Hamsun
29 SK	-29
Tenerife	Tenerifo
53 SK	-53
90 SK	-90
Doris Lessing	Doris Lessing
Alagoas	Alagoaso
Àwọn Erékùṣù Andaman àti Nicobar	Andamanoj kaj Nikobaroj
Anna Maria Jopek	Anna Maria Jopek
Werner Heisenberg	Werner Heisenberg
Virginia Woolf	Virginia Woolf
Frank Sinatra	Frank Sinatra
7 SK	-7
9 SK	-9
Honiara	Honiaro
Ẹ̀wádún 1850	1850-aj jaroj
Nefertiti	Nefertito
Pernambuco	Pernambuko
32 SK	-32
91 SK	-91
Ìgbìmọ̀ Òlímpíkì Akáríayé	Internacia Olimpika Komitato
.cr	.cr
.mx	.mx
.bw	.bw
.do	.do
.cu	.cu
.hr	.hr
.dj	.dj
.aq	.aq
.er	.er
.cv	.cv
.hn	.hn
.bm	.bm
.dm	.dm
.lk	.lk
.dz	.dz
Harold Pinter	Harold Pinter
Ruble Rọ́síà	Rusia rublo
.kh	.kh
Topeka	Topeka (Kansaso)
.no	.no
Ìwé Psalmu	Psalmo
Ram Narayan	Ram Narayan
Mariah Carey	Mariah Carey
Raleigh	Raleigh (Norda Karolino)
.gg	.gg
.bj	.bj
.id	.id
.tr	.tr
.eu	.eu
.ht	.ht
.ec	.ec
Santa Catarina (ìpínlẹ̀)	Sankta Katarino (Brazilo)
Kim Il-sung	Kim Il-sung
Assyria	Asirio
84 SK	-84
Jane Fonda	Jane Fonda
48 SK	-48
26 SK	-26
70 SK	-70
55 SK	-55
11 SK	-11
Al Pacino	Al Pacino
Haile Selassie 1k	Haile Selassie
La Marseillaise	Marseljezo
Sony	Sony
.cf	.cf
.bf	.bf
.bn	.bn
San Juan, Púẹ́rtò Ríkò	San-Juano (Porto-Riko)
Ilé-Ìṣọ́ Bábẹ́lì	Babela turo
Boris Pasternak	Boris Pasternak
69 SK	-69
16 SK	-16
35 SK	-35
13 SK	-13
Ẹ̀bùn Grammy	Grammy Award
Heinrich Hertz	Heinrich Rudolf Hertz
Henri Becquerel	Antoine Henri Becquerel
John Dalton	John Dalton
Basseterre	Bastero
Weimar Olómìnira	Vajmara Respubliko
.mk	.mk
17 SK	-17
Àsìá ilẹ̀ Turkmẹ́nìstán	Flago de Turkmenio
67 SK	-67
88 SK	-88
96 SK	-96
54 SK	-54
87 SK	-87
Jodie Foster	Jodie Foster
24 SK	-24
77 SK	-77
Kurt Gödel	Kurt Gödel
José Luis Rodríguez Zapatero	José Luis Rodríguez Zapatero
Michael Jordan	Michael Jordan
Ìpínlẹ̀ Rio de Janeiro	Rio-de-Ĵanejrio
Ponun Gibraltar	Ĝibraltara pundo
Gulf ilẹ̀ Guinea	Gvinea Golfo
.sa	.sa
.gd	.gd
.ma	.ma
.aw	.aw
.fo	.fo
.gy	.gy
.gw	.gw
.gl	.gl
.gq	.gq
Kingstown	Kingstaŭno
Wọlé Sóyinká	Wole Soyinka
Ìwé Léfítíkù	Levidoj
Henryk Sienkiewicz	Henryk Sienkiewicz
Ìdíje Wimbledon	Wimbledon (turniro)
60 SK	-60
.sk	.sk
56 SK	-56
98 SK	-98
51 SK	-51
St. George's, Grẹ̀nádà	Sankta Georgo (Grenado)
Àmì ọ̀pá àṣẹ ilẹ̀ Kánádà	Blazono de Kanado
Julia Gillard	Julia Gillard
David Hilbert	David Hilbert
Goiás	Gojaso
Rupiah Indonésíà	Indonezia rupio
Christina Aguilera	Christina Aguilera
Liu Xiaobo	Liu Xiaobo
.to	.to
.lv	.lv
.gh	.gh
.mm	.mm
.hk	.hk
81 SK	-81
62 SK	-62
95 SK	-95
71 SK	-71
97 SK	-97
Àsìá ilẹ̀ Índíà	Flago de Barato
Thucydides	Tucidido
Hendrik Lorentz	Hendrik Antoon Lorentz
Castries	Kastrizo
Ẹ̀yà ènìyàn	Etno
.kg	.kg
.as	.as
Joseph Goebbels	Joseph Goebbels
.gm	.gm
.gn	.gn
.iq	.iq
.ir	.ir
.gt	.gt
.ga	.ga
.mh	.mh
.ls	.ls
.lu	.lu
86 SK	-86
80 SK	-80
Ìlú Kansas	Kansasurbo (Misurio)
.tm	.tm
.lb	.lb
.ph	.ph
.zm	.zm
.uz	.uz
.uy	.uy
.sg	.sg
.kr	.kr
.mt	.mt
Paul Newman	Paul Newman
74 SK	-74
64 SK	-64
99 SK	-99
76 SK	-76
79 SK	-79
61 SK	-61
Manmohan Singh	Manmohan Singh
Rosa Parks	Rosa Parks
.la	.la
50 SK	-50
.jm	.jm
.pa	.pa
.pe	.pe
Kotte	Sri Jayawardenapura Kotte
Àgbájọ Akáríayé Okun Átọ́mù	Internacia Atomenergia Organizo
.bi	.bi
Anwar El Sadat	Anvar Sadat
.nz	.nz
.mc	.mc
.ml	.ml
.ki	.ki
Àmìọ̀rọ̀ orílẹ̀-èdè fún top-level domain	Nacia domajno de plej alta nivelo
.tj	.tj
.ly	.ly
J. M. G. Le Clézio	Jean-Marie Gustave Le Clézio
Ìwé Ìfihàn	Apokalipso de Johano
Ìkokò	Hienedoj
.im	.im
399 SK	-399
Denzel Washington	Denzel Washington
Tomas Tranströmer	Tomas Tranströmer
Àyèọmọìlú	Civito
Henri Bergson	Henri Bergson
.kp	.kp
82 SK	-82
.cc	.cc
149 SK	-149
101 SK	-101
Pinyin	Hanyu Pinyin
Sully Prudhomme	Sully Prudhomme
Uniform Resource Locator	URL
.ck	.ck
File Transfer Protocol	Dosiero-Transiga Protokolo
.zw	.zw
Pópù Pius 11k	Pio la 11-a
Portable Document Format	Portebla dokumentformo
83 SK	-83
92 SK	-92
93 SK	-93
94 SK	-94
78 SK	-78
Maranhão	Maranjo
.va	.va
Michail Aleksandrovich Sholokhov	Miĥail Ŝoloĥov
Àwọn ará Ilẹ̀gẹ̀ẹ́sì	Angloj
Evo Morales	Evo Morales
.gi	.gi
Taliban	Talibano
66 SK	-66
85 SK	-85
89 SK	-89
72 SK	-72
73 SK	-73
Àsìá ilẹ̀ Pólàndì	Flago de Pollando
68 SK	-68
Anatole France	Anatole France
75 SK	-75
Motto	Moto
Roraima	Rorajmo
Àsìá ilẹ̀ àwọn Ìpínlẹ̀ Aṣọ̀kan Amẹ́ríkà	Flago de Usono
Wisława Szymborska	Wisława Szymborska
MP3	MP3
Frédéric Mistral	Frédéric Mistral
Ìwé Dẹutẹ́rónómì	Readmono
Aláṣẹ Ìjọba Orílẹ̀-èdè Palẹstínì	Palestina aŭtonomio
.fk	.fk
.jo	.jo
.li	.li
.lc	.lc
.mr	.mr
.je	.je
.sv	.sv
.kw	.kw
.ro	.ro
.vn	.vn
.nr	.nr
.ke	.ke
.vu	.vu
Piauí	Piaŭio
Rita Hayworth	Rita Hayworth
Heinrich Böll	Heinrich Böll
.za	.za
.na	.na
.ve	.ve
.gp	.gp
Johnny Cash	Johnny Cash
.sy	.sy
.mg	.mg
Audrey Hepburn	Audrey Hepburn
.gf	.gf
.mq	.mq
Mato Grosso	Mato-Groso
Pópù Gregory 1k	Gregorio la 1-a
Ilẹ̀ọbalúayé Rómù Apáìwọ̀orùn	Okcident-Romia Imperio
.ye	.ye
.km	.km
.lr	.lr
Abdullah Gül	Abdullah Gül
.tg	.tg
.vc	.vc
.ws	.ws
Nicolas Cage	Nicolas Cage
.mn	.mn
Àsìá ilẹ̀ Itálíà	Flago de Italio
Àwọn ará Jẹ́mánì	Germanoj
Pópù Clement 1k	Klemento la 1-a
201 SK	-201
202 SK	-202
Dustin Hoffman	Dustin Hoffman
Bronisław Komorowski	Bronisław Komorowski
CERN	CERN
Epo	Oleo
Amnesty International	Amnestio Internacia
Ivan Pavlov	Ivan Pavlov
Ẹ̀wádún 1600	1600-aj jaroj
146 SK	-146
Quartz	Kvarco
Ìnáwó	Financoj
Edwin Hubble	Edwin Hubble
356 SK	-356
Desmond Tutu	Desmond Tutu
Iṣẹ́ẹ̀rọ onítanná	Elektrotekniko
.mw	.mw
.mu	.mu
.td	.td
.sm	.sm
.tk	.tk
Ìwé Númérì	Nombroj
Bósónì	Bosono
.sr	.sr
Diocletian	Diokleciano
.qa	.qa
.tt	.tt
.ug	.ug
.my	.my
.mz	.mz
.om	.om
.th	.th
Kevin Rudd	Kevin Rudd
.cx	.cx
.sc	.sc
.gu	.gu
.kn	.kn
.pg	.pg
.sz	.sz
.pk	.pk
.ng	.ng
.tl	.tl
.gs	.gs
.ne	.ne
.tz	.tz
.py	.py
.tn	.tn
Àsìá ilẹ̀ Japan	Flago de Japanio
Ellen Johnson-Sirleaf	Ellen Johnson Sirleaf
110 SK	-110
Àsìá ilẹ̀ Fránsì	Flago de Francio
Omaha	Omaha (Nebrasko)
Clint Eastwood	Clint Eastwood
106 SK	-106
Àgbájọ	Organizaĵo
Espírito Santo	Espirito-Santo
Rondônia	Rondonio
Ingrid Bergman	Ingrid Bergman
Sophia Loren	Sophia Loren
Rio Grande do Norte	Norda Rio-Grando
Onírúiyepúpọ̀	Polinomo
Ilẹ̀ Ọbalúayé Jẹ́mánì	Germana Imperiestra Regno
331 SK	-331
J. M. Coetzee	John Maxwell Coetzee
Villeneuve-d'Ascq	Villeneuve-d'Ascq
Erékùṣù Wake	Vejkinsulo
Fresno	Fresno
Malcolm X	Malcolm X
200 SK	-200
Mato Grosso do Sul	Suda Mato-Groso
Mikheil Saakashvili	Miĥeil Saakaŝvili
Rumi	Ĝalal-ed-din Mohammad Rumi
Ẹ̀wádún 1700	1700-aj jaroj
Robert Boyle	Robert Boyle
322 SK	-322
336 SK	-336
Chandigarh	Ĉandigaro
Giosuè Carducci	Giosuè Carducci
Gustave Flaubert	Gustave Flaubert
Agbègbè Òkun Índíà Brítánì	Brita Hindoceana Teritorio
Creative Commons	Krea Komunaĵo
Guayaquil	Guayaquil
Antonie van Leeuwenhoek	Antoni van Leeuwenhoek
Gerhart Hauptmann	Gerhart Hauptmann
.mo	.mo
.np	.np
.ms	.ms
.rw	.rw
Kútọnu	Kotonuo
Open Fránsì	French Open
Ṣìgìdì (òkú)	Mumio
Louisville	Louisville
.me	.me
Tocantins (ìpínlẹ̀)	Tokantinso
Àjọṣepọ̀	Federacio
Pópù Pius 9k	Pio la 9-a
Benjamin Netanyahu	Benjamin Netanjahu
Pópù Leo 12k	Leono la 12-a
Pópù Gregory 16k	Gregorio la 16-a
Yasunari Kawabata	Kaŭabata Jasunari
Pópù Pius 10k	Pio la 10-a
.mv	.mv
.sd	.sd
.sl	.sl
.st	.st
Sergipe	Serĝipo
Aláìléegunẹ̀yìn	Senvertebruloj
.hm	.hm
.tw	.tw
.sb	.sb
Eddie Murphy	Eddie Murphy
.ky	.ky
.mp	.mp
.ps	.ps
.pf	.pf
6573 Magnitskij	6573 Magnitskij
Eduard Buchner	Eduard Buchner
6536 Vysochinska	6536 Vysochinska
Pópù Leo 13k	Leono la 13-a
Hamid Karzai	Hamid Karzai
Pópù Leo 1k	Leono la 1-a
6547 Vasilkarazin	6547 Vasilkarazin
Mohammed Yunus	Muhammed Yunus
Ẹ̀wádún 1740	1740-aj jaroj
Louis 1k	Ludoviko la 1-a (Sankta Romia Imperio)
Tautiška giesmė	Nacia himno de Litovio
Deutschlandlied	La kanto de l' germanoj
384 SK	-384
264 SK	-264
Wassily Leontief	Wassily Leontief
Reese Witherspoon	Reese Witherspoon
185 SK	-185
.pw	.pw
169 SK	-169
119 SK	-119
195 SK	-195
115 SK	-115
120 SK	-120
Ẹ̀wádún 1500	1500-aj jaroj
156 SK	-156
129 SK	-129
William Golding	William Golding
104 SK	-104
139 SK	-139
122 SK	-122
206 SK	-206
Michel Foucault	Michel Foucault
323 SK	-323
Rudolf Mössbauer	Rudolf Ludwig Mössbauer
Jim Morrison	Jim Morrison
Nagorno-Karabakh	Montara Karabaĥo
Salman Rushdie	Salman Rushdie
203 SK	-203
Bashar al-Assad	Baŝar al-Asad
102 SK	-102
Dáríù 1k Pẹ́rsíà	Dario la 1-a
Cayenne	Kajeno
Ronald Golias	Ronald Golias
Ìsopọ̀ kẹ́míkà	Kemia ligo
159 SK	-159
141 SK	-141
Selma Lagerlöf	Selma Lagerlöf
183 SK	-183
Ẹ̀bùn Nobel nínú Ìṣiṣẹ́ògùn	Nobel-premio pri kemio
V. S. Naipaul	Vidiadhar Surajprasad Naipaul
Ìgbà Ẹlẹ́fun	Kretaceo
Ẹ̀wádún 1820	1820-aj jaroj
241 SK	-241
209 SK	-209
The Star-Spangled Banner	The Star-Spangled Banner
210 SK	-210
Amazonas Department	Amazonio (Kolombio)
Òkun Bering	Beringa Maro
103 SK	-103
Vojvodina	Vojvodino
145 SK	-145
347 SK	-347
142 SK	-142
Àwọn ọmọ Ukraníà	Ukrainoj
Suharto	Suharto
109 SK	-109
215 SK	-215
148 SK	-148
Ẹ̀wádún 1770	1770-aj jaroj
.nu	.nu
.wf	.wf
.io	.io
.tc	.tc
Tulsa	Tulsa
121 SK	-121
189 SK	-189
179 SK	-179
186 SK	-186
Carl 16k Gustaf ilẹ̀ Swídìn	Karolo la 16-a Gustavo (Svedio)
190 SK	-190
152 SK	-152
Àsìá ilẹ̀ Síríà	Flago de Sirio
168 SK	-168
.rs	.rs
Austrálásíà	Aŭstralazio
333 SK	-333
235 SK	-235
The Doors	The Doors
222 SK	-222
236 SK	-236
237 SK	-237
238 SK	-238
239 SK	-239
233 SK	-233
231 SK	-231
177 SK	-177
229 SK	-229
171 SK	-171
225 SK	-225
133 SK	-133
226 SK	-226
137 SK	-137
223 SK	-223
184 SK	-184
144 SK	-144
147 SK	-147
232 SK	-232
151 SK	-151
112 SK	-112
Adjara	Aĝario
350 SK	-350
Kim Dae Jung	Kim Dae-Jung
Himnusz	Hungara nacia himno
Ìgbà Jùrásíkì	Ĵurasio
Òkun Barents	Barenca Maro
197 SK	-197
207 SK	-207
105 SK	-105
188 SK	-188
180 SK	-180
Thierry Henry	Thierry Henry
131 SK	-131
Czesław Miłosz	Czesław Miłosz
Orin Rhythm and blues	Ritmenbluso
Àsìá ilẹ̀ Láọ̀s	Flago de Laoso
Ẹ̀wádún 1680	1680-aj jaroj
Ẹ̀wádún 1610	1610-aj jaroj
191 SK	-191
Dadra àti Nagar Haveli	Dadro kaj Nagar-Havelio
275 SK	-275
212 SK	-212
Erékùṣù Ascension	Ascension
199 SK	-199
Ẹ̀wádún 1510	1510-aj jaroj
196 SK	-196
187 SK	-187
198 SK	-198
192 SK	-192
193 SK	-193
194 SK	-194
205 SK	-205
155 SK	-155
176 SK	-176
181 SK	-181
Gbohùngbohùn	Mikrofono
Àwọn Agbègbè Òkèrè Brítánì	Britaj transmaraj teritorioj
Bjørnstjerne Bjørnson	Bjørnstjerne Bjørnson
Constantius 2k	Konstancio la 2-a
Ẹ̀bùn Pulitzer	Premio Pulitzer
167 SK	-167
166 SK	-166
174 SK	-174
165 SK	-165
Àsìá ilẹ̀ Nẹ́dálándì	Flago de Nederlando
208 SK	-208
Ivan Bunin	Ivan Bunin
160 SK	-160
161 SK	-161
164 SK	-164
182 SK	-182
173 SK	-173
172 SK	-172
Theodosius 1k	Teodosio
178 SK	-178
175 SK	-175
Valentinian 1k	Valentiniano la 1-a
Octavio Paz	Octavio Paz
Valerian (emperor)	Valeriano (romia imperiestro)
Claudius Gothicus	Klaŭdio la Gota
Maximian	Maksimiano
.nc	.nc
.re	.re
Aurelian	Aŭreliano
.vi	.vi
.sh	.sh
Wangari Maathai	Wangari Maathai
Raúl Castro	Raúl Castro
Flavius Valerius Severus	Severo
Numerian	Numeriano
Àsìá ilẹ̀ Austríà	Flago de Aŭstrio
Valentinian 2k	Valentiniano la 2-a
Erékùṣù Baker	Bakerinsulo
154 SK	-154
132 SK	-132
170 SK	-170
157 SK	-157
111 SK	-111
114 SK	-114
220 SK	-220
163 SK	-163
162 SK	-162
280 SK	-280
134 SK	-134
Saint-Denis, Réunion	Saint-Denis (Reunio)
Aishwarya Rai	Aishwarya Rai
.vg	.vg
Pópù Linus	Lino (papo)
Pópù Sylvester 1k	Silvestro la 1-a
Ìgbà Tríásíkì	Triaso
Romain Rolland	Romain Rolland
Ẹ̀bùn Ìṣèrántí Nobel nínú àwọn Sáyẹ́nsì Ọ̀rọ̀-Òkòwò	Nobel-premio pri ekonomiko
218 SK	-218
118 SK	-118
138 SK	-138
Forint	Hungara forinto
135 SK	-135
128 SK	-128
270 SK	-270
Condoleezza Rice	Condoleezza Rice
Ọjọ́ọ̀bí	Naskiĝtago
.pr	.pr
Elfriede Jelinek	Elfriede Jelinek
J. J. Thomson	Joseph John Thomson
287 SK	-287
216 SK	-216
300 SK	-300
Milton Friedman	Milton Friedman
158 SK	-158
127 SK	-127
117 SK	-117
Ponna	Ponna
153 SK	-153
125 SK	-125
108 SK	-108
124 SK	-124
Paul Dirac	Paul Dirac
André Gide	André Gide
Ilé-Ẹjọ́ Ìwàọ̀daràn Káríayé	Internacia puna kortumo
221 SK	-221
Ivo Andrić	Ivo Andrić
SQL	SQL
Nadine Gordimer	Nadine Gordimer
230 SK	-230
295 SK	-295
276 SK	-276
204 SK	-204
288 SK	-288
Catherine Zeta-Jones	Catherine Zeta-Jones
Ìwé Jóṣúà	Josuo (libro)
Rudolf Christoph Eucken	Rudolf Christoph Eucken
Aisan Down	Down-sindromo
Mùsùlùmí	Islamano
Pópù Evaristus	Evaristo
Imre Kertész	Imre Kertész
Blu-ray Disc	Blu-radia disko
.tf	.tf
Naoto Kan	Kan Naoto
Pratibha Patil	Pratibha Patil
339	339
340	340
Àsìá ilẹ̀ Fínlándì	Flago de Finnlando
Mario Monti	Mario Monti
354	354
356	356
358	358
361	361
363	363
364	364
368	368
369	369
370	370
371	371
Àdàkọ:Commonscat	Ŝablono:Commonscat
376	376
377	377
378	378
Ẹ̀wádún 1780	1780-aj jaroj
383	383
384	384
388	388
389	389
390	390
391	391
392	392
Ẹ̀wádún 1730	1730-aj jaroj
393	393
394	394
395	395
396	396
397	397
398	398
Auferstanden aus Ruinen	Auferstanden aus Ruinen
399	399
Ẹ̀wádún 1540	1540-aj jaroj
Àsìá ilẹ̀ Jẹ́mánì	Flago de Germanio
297 SK	-297
330 SK	-330
Episteli sí àwọn ará Rómù	Epistolo al la romanoj
293 SK	-293
Idi Amin Dada	Idi Amin
Dick Cheney	Dick Cheney
.pn	.pn
Medellín	Medeĝino
320 SK	-320
Yulia Tymoshenko	Julija Timoŝenko
Martin Heidegger	Martin Heidegger
.nf	.nf
Erékùṣù Newfoundland	Novlando
Morgan Freeman	Morgan Freeman
Ilẹ̀ ọbalúayé	Imperio
.su	.su
310 SK	-310
326 SK	-326
285 SK	-285
Àsìá ilẹ̀ Albáníà	Flago de Albanio
2127 Tanya	2127 Tanya
Ife Ẹ̀yẹ Àgbáyé FIFA 1930	Futbala Mondpokalo 1930
New Horizons	New Horizons
Ẹ̀wádún 1750	1750-aj jaroj
Ìrìnkánkán àwọn Ẹ̀tọ́ Aráàlú ọmọ Áfríkà Amẹ́ríkà (1955–1968)	Afrikusona Civilrajta Movado
Ẹ̀wádún 1580	1580-aj jaroj
Ẹ̀wádún 1590	1590-aj jaroj
Mir	Mir (kosmostacio)
Osvaldo Dorticós Torrado	Osvaldo Dorticós Torrado
Ọkọ̀-àlọbọ̀ Òfurufú	Kosmopramo
Gbọ̀ngàn Òfurufú Kennedy	Kennedy Space Center
Makonde	Makondoj
Glenn T. Seaborg	Glenn Theodore Seaborg
Linus Pauling	Linus Pauling
Whoopi Goldberg	Whoopi Goldberg
Nọ́mbà àkọ́kọ́	Primo
Kurt Vonnegut	Kurt Vonnegut
Àwọn ọmọ Áfríkà Amẹ́ríkà	Afrik-usonanoj
Charles Taylor (Liberia)	Charles Taylor
Quincy, Massachusetts	Quincy (Masaĉuseco)
279	279
440	440
517	517
572	572
Àwọn èdè Austronésíà	Aŭstronezia lingvaro
Pópù Leo 10k	Leono la 10-a
Tampa, Florida	Tampa
Colorado Springs	Colorado Springs
Virginia Beach	Virginia Beach
Mesa	Mesa
Wichita	Wichita (Kansaso)
Albert Schweitzer	Albert Schweitzer
Óscar Arias	Óscar Arias
Melvin Calvin	Melvin Calvin
Dizzy Gillespie	Dizzy Gillespie
Maurice Maeterlinck	Maurice Maeterlinck
Louis 17k ilẹ̀ Fránsì	Ludoviko la 17-a (Francio)
Giulio Andreotti	Giulio Andreotti
John Stuart Mill	John Stuart Mill
ISO 8601	ISO 8601
John Dramani Mahama	John Dramani Mahama
Olùsọdipúpọ̀	Koeficiento
John Evans Atta Mills	John Atta-Mills
Richard Attenborough	Richard Attenborough
Episteli sí àwọn ará Fílíppì	Epistolo al la filipianoj
Ónjẹ Alẹ́ Olúwa	Lasta Vespermanĝo
Orin Sólómọ́nì	Alta Kanto de Salomono
Mark Antony	Marko Antonio
Ìwé Málákì	Libro de Malaĥi
Áárọ́nì	Aaron
Charlotte Amalie, Àwọn Erékùṣù Wúndíá ti Amẹ́ríkà	Ĉarlotamalio
Àrùn kòkòrò àìlèfojúrí afàìsàn Ebola	Ebola malsano
Sheikh Hasina	Hasina Oaĝed
Daniela Hantuchová	Daniela Hantuchová
Àdàkọ:Elementbox	Ŝablono:Informkesto kemia elemento
Jesse Owens	Jesse Owens
Fredrik Reinfeldt	Fredrik Reinfeldt
Carl Bildt	Carl Bildt
Toyota	Toyota
Werner Faymann	Werner Faymann
Tracy Austin	Tracy Austin
James Blake	James Blake
Mardy Fish	Mardy Fish
Henry 3k ilẹ̀ Fránsì	Henriko la 3-a (Francio)
Kọ̀nkọ̀	Anuro
