ఆఫ్రికా	Afriko
నిరుద్యోగం	Senlaboreco
సోనీ	Sony
బిగ్ బెన్	Big Ben
నాటింగ్‌హామ్	Nottingham
ద్రవ్యవేగం	Movokvanto
జాన్‌ డాల్టన్	John Dalton
రాకెట్	Raketo (fajraĵo)
నైట్ టెంప్లర్	Templanoj
ఉపకళా కణజాలము	Epitelio
బాబీ ఫిషర్	Bobby Fischer
పంపరపనస	Grapfrukto
సమగ్ర దృశ్యం	Panorama bildo
చారు (సూప్)	Supo
మైఖేల్ జెఫ్రీ జోర్డాన్	Michael Jordan
మొలలు	Hemoroido
శవ పరీక్ష	Sekco (anatomio)
ది గుడ్, ది బాడ్ అండ్ ది అగ్లీ	Il buono, il brutto, il cattivo.
న్యాయస్థానము	Tribunalo (juro)
వేరు	Radiko (planto)
కేశ ఉసిరి	Groso
స్టాన్ఫోర్డ్ విశ్వవిద్యాలయం	Universitato Stanford
వింబుల్డన్ ఛాంపియన్‌షిప్స్	Wimbledon (turniro)
ఫ్రాంక్ లాంపార్డ్	Frank Lampard
గ్రీన్ హౌస్ ప్రభావం	Forceja efiko
ఆల్కేన్	Alkano
గొడుగు	Ombrelo
ధనియాలు	Kultiva koriandro
రంజాన్	Ramadano
భారత జాతీయపతాకం	Flago de Barato
గిన్నీస్ ప్రపంచ రికార్డులు	Guinness-libro de rekordoj
కంచర గాడిద	Mulo
పరికల్పన	Hipotezo
గ్రాము	Gramo
అధిక రక్తపోటు	Alta sangopremo
పాల్ న్యూమాన్	Paul Newman
మన్మోహన్ సింగ్	Manmohan Singh
రోసా పార్క్స్	Rosa Parks
అంతర్జాతీయ అణు శక్తి మండలి	Internacia Atomenergia Organizo
తాహితీ	Tahitio
షామానిజం	Ŝamanismo
దుమ్ములగొండి	Hienedoj
గోబీ ఎడారి	Gobio
డెంజెల్ వాషింగ్టన్	Denzel Washington
పర్యాయపదం	Sinonimo
పిరుదు	Pugo
బకింగ్ హామ్ పాలెస్	Palaco Buckingham
కొడవలి	Haktranĉilo
తాటాకు ఆదివారం	Palmofesto
పరిశోధన	Scienca esplorado
రైబోసోము	Ribosomo
యూనిఫాం రిసోర్స్ లొకేటర్	URL
లోయ యొక్క పథం	Videjo de Valo
గూగుల్ ఎర్త్	Google Earth
పొద	Arbedo
శంకువు	Konuso
అంతర్జాతీయ మాతృభాషా దినోత్సవం	Internacia Tago de la denaska lingvo
యుఎస్‌బి	Universala Seria Buso
తెల్ల రక్తకణాలు	Leŭkocito
తాలిబాన్	Talibano
షెఫీల్డ్	Sheffield
అనగ్జిమాండర్	Anaksimandro
మల్ల యుద్ధం	Lukto
కాటి పెర్రీ	Katy Perry
ఇంధనం	Brulaĵo
సింధు లోయ నాగరికత	Induso-civilizacio
విస్లావా సింబోర్స్‌కా	Wisława Szymborska
పసుపు	Kurkumo
జేమ్స్ కామెరాన్	James Cameron
కైరా నైట్లీ	Keira Knightley
మోచేయి	Kubuto
ఎంపీ౩	MP3
పాలస్తీనా	Palestina aŭtonomio
గేదె	Akvobubalo
జీవావరణం	Biosfero
బోరోబుదూర్	Borobuduro
ఇవాన్ తుర్గేనెవ్	Ivan Turgenev
ప్రవక్త	Profeto
గాలిపటం	Kajto
నికోలస్ కేజ్	Nicolas Cage
వాహనము	Vehiklo
శ్రీ కృష్ణుడు	Kriŝno
ఉత్పరివర్తనము	Mutacio
మోక్షం	Nirvano
ఆగ్రా	Agra
గోడ	Muro
నూనె	Oleo
ఋతుపవనాలు	Musono
వాస్తుశిల్పి	Arkitekturistoj
బేసిక్	BASIC (programlingvo)
అలర్జీ	Alergio
పచ్చబొట్టు	Tatuo
స్పటికం	Kvarco
జెలగ	Hirudo
సంక్షిప్త సందేశ సేవ	Servo de mallongaj mesaĝoj
ఎలక్ట్రికల్ ఇంజనీరింగ్	Elektrotekniko
హీమోగ్లోబిన్	Hemoglobino
బ్యాంబి	Bambi
అక్ష రాజ్యాలు	Akso Berlino-Romo-Tokio
అనావృష్టి	Trosekeco
హైన్రిచ్ హిమ్లెర్	Heinrich Himmler
నల్ల మిరియాలు	Nigra pipro
కెంపు	Rubeno
వర్గం:వికీపీడియా ప్రశ్నలు	Helpo:Oftaj demandoj
లైకెన్	Likeno
స్వర్గం గుహ	Kaverno Thien Duong
పత్రహరితం	Klorofilo
భీమా	Asekuro
సంస్థ	Organizaĵo
పోయేసి	Poacoj
చార్లెస్, వేల్స్ యొక్క యువరాజు	Karlo, princo de Kimrujo
విక్టోరియా జలపాతం	Viktoria Akvofalo
టైమ్ పత్రిక)	Time
పవన విద్యుత్తు	Ventoenergio
జలాలుద్దీన్ ముహమ్మద్ రూమి	Ĝalal-ed-din Mohammad Rumi
హ్యారీ పోట్టర్ అండ్ ది ఫిలాసఫర్స్ స్టోన్	Hari Poter kaj la Ŝtono de la Saĝuloj
కాకి	Korvo
సి.బి.ఎస్.	Columbia Broadcasting System
డిస్కవరీ ఛానల్	Discovery Channel
ఈసపు	Ezopo
చండీగఢ్	Ĉandigaro
ముత్యము	Perlo (globeto)
ఆడ	Ina sekso
శతపది	Centpieduloj
మానవజాతి శాస్త్రం	Etnologio
ఫిరదౌసి	Abol-Gasem Ferdoŭsio
ఆంగ్‌కోర్ వాట్	Angkor Ŭat
సహజ ఎంపిక	Natura selektado
బావి	Puto
జంతు ప్రదర్శనశాల	Bestoĝardeno
నైట్ విష్	Nightwish
సోంపు	Ordinara fenkolo
కే2	K2
సాపేక్ష సిద్ధాంతం	Teorio de la relativeco
ఫ్రెంచ్ ఓపెన్	French Open
పర్యావరణము	Medio
హమ్మింగ్ పక్షి	Kolibro
గుత్తాధిపత్యం	Monopolo
కివి	Kivio
కొలెస్ట్రాల్	Kolesterolo
బెర్ముడా ట్రయాంగిల్	Bermuda triangulo
ఆండ్రెస్ ఇనిఎస్తా	Andrés Iniesta
ఒయాసిస్సు	Oazo
కనుబొమలు	Brovo
టర్కీ (పక్షి)	Meleagro
నాభి	Umbiliko
అకశేరుకాలు	Senvertebruloj
పాస్‌పోర్ట్	Pasporto
ఎడీ మర్ఫీ	Eddie Murphy
జాక్ ది రిప్పర్	Ĵakvo la Buĉisto
బర్డ్ ఫ్లూ	Birda gripo
కాంబ్రిటేసి	Kombretacoj
రీస్ విథర్‌స్పూన్	Reese Witherspoon
మగ	Vira sekso
బ్రాంప్టన్	Bramptono
చంద్ర గ్రహణం	Luna eklipso
మిషెల్ ఫూకొ	Michel Foucault
సల్మాన్ రష్దీ	Salman Rushdie
జిహాద్	Ĝihado
గ్నోమ్(GNOME)	GNOME
పురాణము	Legendo
వాలెంతినా తెరిష్కోవా	Valentina Tereŝkova
సొరంగం	Tunelo
నెక్ టై	Kravato
రసాయన బంధం	Kemia ligo
విన్స్ మెక్‌మాన్‌	Vince McMahon
గోల్డెన్ గేట్ వంతెన	Golden-Gate-Ponto
ఫాబేసి	Fabacoj
ఒర్లాండో బ్లూమ్	Orlando Bloom
బల్లెము	Lanco
పియర్ సైమన్ లాప్లేస్	Pierre-Simon Laplace
గానుగ	Muelejo
త్రవ్వకాలు(గనుల)	Minado
మహమ్మారి	Epidemio
సెల్మా లాగర్‌లోఫ్	Selma Lagerlöf
దేవాలయం	Templo
గ్నూ	GNU
విద్యాధర్ సూరజ్ ప్రసాద్ నైపాల్	Vidiadhar Surajprasad Naipaul
ఉపవాసము	Fasto
ఇకైనోడెర్మేటా	Ekinodermo
నౌకాశ్రయం	Haveno
మల్బరీ	Moruso
సుహార్తో	Suharto
సన్ డూంగ్ కేవ్	Kaverno Son Doong
లిండ్సే లోహాన్	Lindsay Lohan
సుడోకు	Sudoko
బిందువు (జ్యామితి)	Punkto (matematiko)
ఎంట్రోపి	Entropio
లకుముకి పిట్ట	Alcededoj
అనుకరణ	Simulado
మదన గింజ	Ordinara lino
సిరిమాను చెట్టు	Anogeissus latifolia
సిమెంటు	Cemento
పిస్టన్	Piŝto
ది డోర్స్	The Doors
బ్రహ్మపుత్రా నది	Bramaputro
బ్రిటిష్‌ కౌన్సిల్‌	British Council
స్వస్తిక్	Svastiko
దెయ్యం	Fantomo
విలియం వర్డ్స్ వర్త్	William Wordsworth
డెన్నిస్ రిచీ	Dennis Ritchie
మీకాయీల్	Ĉefanĝelo Miĥaelo
యూకలిప్టస్	Eŭkalipto
చెత్త	Rubo
షార్లోట్టేస్ వెబ్	Charlotte's Web
విశ్వనాథన్ ఆనంద్	Viswanathan Anand
పనస	Jakvo
రోలు మరియు రోకలి	Pistilo kaj pistujo
జలచర ప్రదర్శనశాల	Akvario
కింగ్ ఆర్థర్	Reĝo Arturo
వరకట్నం	Doto
అంతరా మాలీ	Antara Mali
బాణం	Sago
ఎఱ్ఱకోట	Ruĝa fortikaĵo
చెవుల పిల్లి	Leporo
దాద్రా నగరు హవేలీ	Dadro kaj Nagar-Havelio
మానవతావాదం	Humanismo
జీయాస్ విగ్రహం-ఒలింపియా	Statuo de Zeŭso en Olimpio
గతి శక్తి	Kineta energio
రోసేసి	Rozacoj
తాబేలు	Teraj testudoj
పులిట్జర్ బహుమానం	Premio Pulitzer
ఛార్లెస్‌ బాబేజ్‌	Charles Babbage
రక్త పిశాచి	Vampiro
ఫిజి హిందీ	Fiĝa hinda lingvo
అమీబా	Amebo
హ్యారీ పాటర్ అండ్ ది గోబ్లెట్ ఆఫ్ ఫైర్	Hari Poter kaj la Pokalo de Fajro
హ్యారీ పాటర్ అండ్ ది డెత్లీ హాలోస్	Hari Poter kaj la Sanktaĵoj de la Morto
వంగారి మాథాయ్	Wangari Maathai
భగవద్గీత	Bagavadgito
ఇస్రేల్ మ్యూజియం	Muzeo de Israelo
ఉంగరము	Fingroringo
హ్యారీ పాటర్ అండ్ ది హాఫ్ బ్లడ్ ప్రిన్స్	Hari Poter kaj la Duonsanga Princo
జిఎస్ఎమ్	GSM
గాబ్రో	Gabro
బుగ్గ	Vango
జీవవైవిధ్యం	Biodiverseco
రూబిక్స్ క్యూబ్	Kubo de Rubik
ఐశ్వర్య రాయ్	Aishwarya Rai
మానభంగం	Seksatenco
బొక్కెన	Sitelo
ఎల్ఎక్స్‌డిఇ(LXDE)	LXDE
క్రిస్మస్ చెట్టు	Kristnaska arbo
కు క్లక్స్ క్లాన్	Ku-Kluks-Klano
బ్రాహ్మణులు	Brahmo
అటకామా ఎడారి	Atakama-Dezerto
హ్యారీ పాటర్ అండ్ ది ఛాంబర్ ఆఫ్ సీక్రెట్స్	Hari Poter kaj la Ĉambro de Sekretoj
వారెన్ బఫెట్	Warren Buffett
శాసనోల్లంఘన	Civila malobeo
పుట్టిన రోజు	Naskiĝtago
కామసూత్ర	Kamasutro
కేంద్రీయ నాడీ వ్యవస్థ	Centra nerva sistemo
ఇబ్రాహీం మతము	Abrahama religio
ఇలకోడి	Grilo
క్యోటో ఒప్పందం	Protokolo de Kioto
మిల్టన్ ఫ్రీడ్‌మన్	Milton Friedman
ఎడ్మండ్ హేలీ	Edmond Halley
స్వామీ వివేకానంద	Vivekananda
అంతర్జాతీయ క్రిమినల్ కోర్టు	Internacia puna kortumo
కంపైలర్	Tradukilo
ఎసిటిక్ ఆమ్లం	Acetata acido
ప్రమాణం	Mezurunuo
హ్యారీ పోటర్ అండ్ ది ప్రిజనెర్ ఆఫ్ అజ్కాబాన్	Hari Poter kaj la Kaptito de Azkabano
ఎంఎస్-డాస్	MS-DOS
నాడైన్ గార్డిమర్	Nadine Gordimer
రక్త వర్గం	Sangogrupo
కాథరిన్ జీటా-జోన్స్	Catherine Zeta-Jones
బ్లాక్ సబ్బాత్	Black Sabbath
బాబిలోనియా	Babilonio
ది గాడ్‌ఫాదర్	The Godfather
డౌన్ సిండ్రోమ్	Down-sindromo
బ్రొక్కొలి	Brokolo
ధనుర్వాతము	Tetanoso
ప్రతిభా పాటిల్	Pratibha Patil
మెంథా	Mento
రాబీ విలియమ్స్	Robbie Williams
పేకముక్క	Ludkarto
ప్యారిస్ హిల్టన్	Paris Hilton
ఖడ్గమృగం	Hindia rinocero
లక్నో	Laknaŭo
సర్కస్	Cirkartoj
మూస:Commonscat	Ŝablono:Commonscat
మూల కణం	Praĉelo
అరేసి	Arumacoj
ఈదీ అమీన్	Idi Amin
ఫెడోరా	Fedora
వాటర్లూ యుధ్ధం	Batalo de Waterloo
యూరియా	Ureo
నీతి	Moralo
బేవుల్ఫ్	Beowulf
మోర్గాన్ ఫ్రీమాన్	Morgan Freeman
సిఎన్ఎన్ (CNN)	CNN
మీనార్	Minareto
హిప్పోకాంపస్	Hipokampo (cerboparto)
గిలక (పుల్లీ)	Takelo
అమృత్‌సర్	Amritsar
రిచర్డ్ గేర్	Richard Gere
ఫీనిక్స్ (పక్షి)	Fenikso (birdo)
